tconst,parentTconst,seasonNumber,episodeNumber
tt10462192,tt10449520,1,2
tt10462194,tt10449520,1,3
tt10463210,tt10447374,NULL,NULL
tt10463216,tt10447374,NULL,NULL
tt10463226,tt10447374,NULL,NULL
tt10463230,tt10447374,NULL,NULL
tt10463232,tt10447374,NULL,NULL
tt10463236,tt10447374,NULL,NULL
tt10463238,tt10447374,NULL,NULL
tt10463242,tt10447374,NULL,NULL
tt10463246,tt10447374,NULL,NULL
tt10463250,tt10447374,NULL,NULL
tt10463252,tt10447374,NULL,NULL
tt10463254,tt10447374,NULL,NULL
tt10463256,tt10447374,NULL,NULL
tt10463262,tt10447374,NULL,NULL
tt10463268,tt10447374,NULL,NULL
tt10463272,tt10422618,3,7
tt10463280,tt10447374,NULL,NULL
tt10463282,tt10447374,NULL,NULL
tt10463286,tt10447374,NULL,NULL
tt10463294,tt10447374,NULL,NULL
tt10463298,tt10447374,NULL,NULL
tt10463302,tt10447374,NULL,NULL
tt10463306,tt10447374,NULL,NULL
tt10463312,tt10447374,NULL,NULL
tt10463314,tt10447374,NULL,NULL
tt10463318,tt10447374,NULL,NULL
tt10463322,tt10447374,NULL,NULL
tt10463330,tt10447374,NULL,NULL
tt10463336,tt10447374,NULL,NULL
tt10463340,tt10447374,NULL,NULL
tt10463352,tt10447374,NULL,NULL
tt10464000,tt10428660,1,4
tt10464230,tt10428660,1,3
tt10464382,tt10428660,1,13
tt10464528,tt10428660,1,10
tt10464586,tt10428660,1,12
tt10465782,tt10463726,1,1
tt10465788,tt10463726,1,2
tt10465792,tt10463726,1,3
tt10465796,tt10463726,1,4
tt10465802,tt10463726,1,5
tt10465804,tt10463726,1,6
tt10465814,tt10463726,1,7
tt10466046,tt10438258,1,2
tt10466474,tt10437174,1,1
tt10466478,tt10422618,3,8
tt10466760,tt10438258,3,1
tt10466770,tt10438258,3,2
tt10466774,tt10438258,3,3
tt10466782,tt10438258,2,1
tt10466798,tt10438258,2,2
tt10466930,tt10466668,NULL,NULL
tt10466952,tt10417072,1,3
tt10467276,tt10467158,NULL,NULL
tt10467278,tt10467158,NULL,NULL
tt10467782,tt10235804,1,1
tt10467826,tt10270876,1,1
tt10467834,tt10358570,2,11
tt10467940,tt10358570,5,8
tt10468050,tt10449338,1,2
tt10468052,tt10449338,1,3
tt10468054,tt10449338,1,1
tt10468056,tt10449338,1,5
tt10468058,tt10449338,1,6
tt10468060,tt10449338,1,4
tt10468062,tt10449338,1,10
tt10468064,tt10449338,1,9
tt10468066,tt10449338,1,8
tt10468068,tt10449338,1,7
tt10468070,tt10449338,1,11
tt10468236,tt10449364,1,2
tt10468238,tt10449364,1,1
tt10468240,tt10449364,1,4
tt10468242,tt10449364,1,3
tt10468244,tt10449364,1,7
tt10468246,tt10449364,1,8
tt10468248,tt10449364,1,5
tt10468250,tt10449364,1,6
tt10469230,tt10437704,1,1
tt10469852,tt10434744,1,1
tt10469868,tt10434744,1,2
tt10469882,tt10434744,1,3
tt10469914,tt10434744,1,4
tt10469924,tt10434744,1,5
tt10470406,tt10456828,1,1
tt10470510,tt10456828,1,2
tt10470536,tt10456828,1,3
tt10470586,tt10456828,1,4
tt10470634,tt10456828,1,5
tt10470684,tt10456828,1,6
tt10470754,tt10456828,1,7
tt10470776,tt10456828,2,1
tt10470800,tt10456828,2,2
tt10470818,tt10456828,2,3
tt10470834,tt10456828,2,4
tt10470844,tt10456828,2,5
tt10470858,tt10456828,2,6
tt10470868,tt10456828,2,7
tt10470892,tt10456828,2,8
tt10471684,tt10422618,3,9
tt10471832,tt10422618,3,10
tt10472128,tt10471066,NULL,NULL
tt10472134,tt10471066,NULL,NULL
tt10472368,tt10422618,3,11
tt10472408,tt10472330,1,1
tt10472410,tt10472330,1,2
tt10472412,tt10472330,1,3
tt10472414,tt10472330,1,4
tt10472416,tt10472330,1,5
tt10472420,tt10472330,1,6
tt10472424,tt10472330,1,7
tt10472426,tt10472330,1,8
tt10472428,tt10472330,1,9
tt10472430,tt10472330,1,10
tt10472432,tt10472330,1,11
tt10472562,tt10449498,NULL,NULL
tt10472572,tt10449498,NULL,NULL
tt10472592,tt10472560,NULL,NULL
tt10472596,tt10449498,NULL,NULL
tt10472774,tt10437704,1,2
tt10472786,tt10449520,1,6
tt10472788,tt10449520,1,7
tt10472790,tt10449520,1,8
tt10472962,tt10449550,1,1
tt10472964,tt10449550,1,2
tt10472966,tt10449550,1,3
tt10472968,tt10449550,1,4
tt10472970,tt10449550,1,6
tt10472972,tt10449550,1,5
tt10473152,tt10449498,NULL,NULL
tt10473170,tt10449498,NULL,NULL
tt10473188,tt10449498,NULL,NULL
tt10474370,tt10422618,3,12
tt10474966,tt10469832,1,1
tt10475266,tt10437704,1,3
tt10476496,tt10441330,1,1
tt10476638,tt10437174,1,2
tt10476646,tt10437174,1,3
tt10476652,tt10437174,1,4
tt10476658,tt10437174,1,5
tt10476662,tt10437174,1,6
tt10476670,tt10437174,1,7
tt10476674,tt10437174,1,8
tt10476688,tt10437174,1,9
tt10476692,tt10437174,1,10
tt10476784,tt10379070,1,1
tt10476790,tt10379070,1,2
tt10476796,tt10379070,1,3
tt10476814,tt10476574,NULL,NULL
tt10476970,tt10359286,1,1
tt10477288,tt10254208,1,1
tt10477536,tt10223866,1,1
tt10477544,tt10223866,1,2
tt10477548,tt10223866,1,3
tt10477554,tt10223866,1,4
tt10477560,tt10223866,1,5
tt10477564,tt10223866,1,6
tt10477684,tt10437704,1,4
tt10478568,tt10476528,1,1
tt10478580,tt10476528,1,2
tt10478684,tt10476528,1,3
tt10478742,tt10478398,1,1
tt10478774,tt10458298,1,1
tt10478776,tt10458298,1,3
tt10478778,tt10458298,1,2
tt10478780,tt10458298,1,4
tt10478782,tt10458298,1,6
tt10478784,tt10458298,1,5
tt10478786,tt10458298,1,7
tt10478788,tt10458298,1,8
tt10478794,tt10458298,2,4
tt10478796,tt10458298,2,3
tt10478798,tt10458298,2,1
tt10478800,tt10458298,2,7
tt10478802,tt10458298,2,5
tt10478804,tt10458298,2,2
tt10478806,tt10458298,2,8
tt10478808,tt10458298,2,6
tt10479412,tt10478398,1,2
tt10479512,tt10478398,1,3
tt10479760,tt10463726,2,1
tt10479772,tt10463726,2,2
tt10479782,tt10463726,2,3
tt10479790,tt10463726,2,4
tt10479794,tt10463726,2,5
tt10479848,tt10447374,NULL,NULL
tt10479854,tt10447374,NULL,NULL
tt10479864,tt10447374,NULL,NULL
tt10479898,tt10447374,NULL,NULL
tt10479908,tt10447374,NULL,NULL
tt10479912,tt10447374,NULL,NULL
tt10479916,tt10447374,NULL,NULL
tt10479920,tt10447374,NULL,NULL
tt10479922,tt10447374,NULL,NULL
tt10479928,tt10447374,NULL,NULL
tt10479932,tt10447374,NULL,NULL
tt10479938,tt10447374,NULL,NULL
tt10479954,tt10447374,NULL,NULL
tt10479958,tt10447374,NULL,NULL
tt10479964,tt10447374,NULL,NULL
tt10479970,tt10447374,NULL,NULL
tt10479974,tt10447374,NULL,NULL
tt10479980,tt10447374,NULL,NULL
tt10479994,tt10447374,NULL,NULL
tt10480004,tt10447374,NULL,NULL
tt10480022,tt10447374,NULL,NULL
tt10480038,tt10447374,NULL,NULL
tt10480052,tt10447374,NULL,NULL
tt10480054,tt10447374,NULL,NULL
tt10480066,tt10447374,NULL,NULL
tt10480082,tt10447374,NULL,NULL
tt10480094,tt10447374,NULL,NULL
tt10480100,tt10447374,NULL,NULL
tt10480116,tt10447374,NULL,NULL
tt10480118,tt10447374,NULL,NULL
tt10480122,tt10447374,NULL,NULL
tt10480128,tt10447374,NULL,NULL
tt10480132,tt10447374,NULL,NULL
tt10480134,tt10447374,NULL,NULL
tt10480138,tt10447374,NULL,NULL
tt10480144,tt10447374,NULL,NULL
tt10480146,tt10447374,NULL,NULL
tt10480548,tt10471812,NULL,NULL
tt10480638,tt10479678,1,1
tt10480684,tt10479678,1,2
tt10480710,tt10436472,1,46
tt10480754,tt10436472,1,47
tt10480782,tt10436472,1,48
tt10480842,tt10479678,1,3
tt10481152,tt10437174,2,1
tt10481192,tt10437174,2,2
tt10481218,tt10437174,2,3
tt10481236,tt10437174,2,4
tt10481270,tt10437174,2,5
tt10481324,tt10437174,2,6
tt10481356,tt10437174,2,7
tt10481404,tt10476528,1,4
tt10481524,tt10476528,1,5
tt10481610,tt10480952,1,1
tt10481622,tt10480952,1,2
tt10481636,tt10480952,1,3
tt10481646,tt10480952,1,4
tt10481652,tt10480952,1,5
tt10481662,tt10480952,2,1
tt10481670,tt10480952,2,2
tt10481672,tt10480952,2,3
tt10481674,tt10480952,2,4
tt10481682,tt10480952,2,5
tt10481686,tt10480952,2,6
tt10481708,tt10476528,1,6
tt10481722,tt10476528,1,7
tt10481780,tt10462016,1,1
tt10481984,tt10481904,1,1
tt10481994,tt10481904,1,2
tt10482364,tt10482324,1,1
tt10482386,tt10482324,1,2
tt10482392,tt10482324,1,3
tt10482396,tt10482324,1,4
tt10482398,tt10482324,1,5
tt10482400,tt10482324,1,6
tt10482402,tt10482324,1,7
tt10482406,tt10482324,1,8
tt10482408,tt10482324,1,9
tt10482414,tt10482324,1,10
tt10482416,tt10482324,1,11
tt10482420,tt10482324,1,12
tt10482422,tt10482324,1,13
tt10482846,tt10482608,1,1
tt10482902,tt10437704,1,5
tt10482908,tt10436472,1,49
tt10482912,tt10436472,1,50
tt10482918,tt10436472,1,51
tt10482920,tt10436472,1,52
tt10482926,tt0392988,NULL,NULL
tt10482932,tt0392988,NULL,NULL
tt10482934,tt10436472,1,53
tt10482938,tt10436472,1,54
tt10482942,tt10436472,1,55
tt10482944,tt10436472,1,56
tt10482954,tt10436472,1,57
tt10482956,tt10436472,1,58
tt10482960,tt10436472,1,59
tt10483076,tt10483062,NULL,NULL
tt10483110,tt10419568,1,11
tt10483128,tt10419568,1,12
tt10483146,tt10419568,1,13
tt10483584,tt10449378,1,1
tt10483586,tt10449378,1,2
tt10483590,tt10449378,1,3
tt10483592,tt10449378,1,4
tt10483594,tt10449378,1,5
tt10483596,tt10449378,1,6
tt10483652,tt10449390,1,5
tt10483654,tt10449390,1,1
tt10483656,tt10449390,1,2
tt10483658,tt10449390,1,4
tt10483660,tt10449390,1,3
tt10483662,tt10478398,1,4
tt10483672,tt10478398,1,5
tt10483678,tt10478398,1,6
tt10483686,tt10478398,1,7
tt10483696,tt10478398,1,8
tt10483706,tt10449416,1,1
tt10483708,tt10449416,1,5
tt10483710,tt10449416,1,3
tt10483712,tt10449416,1,4
tt10483714,tt10449416,1,2
tt10483720,tt10478398,1,10
tt10483754,tt10478398,1,9
tt10483756,tt10449434,1,1
tt10483758,tt10449434,1,2
tt10483760,tt10449434,1,3
tt10483762,tt10449434,1,4
tt10483774,tt10483238,1,1
tt10483776,tt10483238,1,3
tt10483780,tt10483238,1,4
tt10483782,tt10483238,1,5
tt10483784,tt10483238,1,6
tt10483788,tt10483238,1,7
tt10483790,tt10483238,1,8
tt10483792,tt10483238,1,9
tt10483796,tt10483238,1,10
tt10483798,tt10483238,1,11
tt10483800,tt10483238,1,12
tt10483802,tt10483238,1,13
tt10483808,tt10483238,1,14
tt10483812,tt10483238,1,15
tt10483814,tt10483238,1,16
tt10483818,tt10483238,1,17
tt10483824,tt10483238,1,18
tt10483826,tt10483238,1,19
tt10483828,tt10483238,1,20
tt10483834,tt10483238,1,21
tt10483836,tt10483238,1,22
tt10483842,tt10483238,1,23
tt10483844,tt10483238,1,24
tt10483846,tt10483238,1,25
tt10483848,tt10483238,1,26
tt10483858,tt10483238,1,27
tt10483860,tt10483238,1,2
tt10484064,tt10482028,3,12
tt10485914,tt10476528,2,1
tt10487200,tt10388352,1,1
tt10487240,tt10388352,1,2
tt10487436,tt10388352,1,3
tt10487462,tt10388352,1,4
tt10487476,tt10388352,1,5
tt10487630,tt10388352,1,6
tt10487758,tt10388352,1,7
tt10488628,tt10486778,1,1
tt10488630,tt10486778,1,2
tt10488642,tt10486778,1,3
tt10488648,tt10486778,1,4
tt10488670,tt10419568,1,15
tt10488674,tt10419568,1,16
tt10488676,tt10419568,1,17
tt10488684,tt10419568,1,18
tt10488720,tt10419568,1,19
tt10488722,tt10419568,1,20
tt10488724,tt10419568,1,21
tt10488726,tt10419568,1,22
tt10488736,tt10419568,1,23
tt10488738,tt10419568,1,24
tt10488742,tt10419568,1,25
tt10488744,tt10419568,1,26
tt10488748,tt10419568,1,27
tt10488762,tt10419568,1,28
tt10488766,tt10419568,1,29
tt10488768,tt10419568,1,30
tt10488772,tt10419568,1,31
tt10488774,tt10419568,1,32
tt10488776,tt10419568,1,33
tt10488778,tt10419568,1,34
tt10488780,tt10419568,1,35
tt10488786,tt10419568,1,36
tt10488788,tt10419568,1,37
tt10488790,tt10419568,1,38
tt10488792,tt10419568,1,39
tt10488796,tt10419568,1,40
tt10488798,tt10419568,1,41
tt10488802,tt10419568,1,42
tt10488812,tt10419568,1,43
tt10488814,tt10419568,1,44
tt10488820,tt10419568,1,45
tt10488822,tt10419568,1,46
tt10488830,tt10419568,1,47
tt10488834,tt10419568,1,48
tt10488836,tt10419568,1,49
tt10488842,tt10419568,1,50
tt10488844,tt10419568,1,51
tt10488848,tt10419568,1,52
tt10488852,tt10419568,1,53
tt10488856,tt10419568,1,54
tt10488862,tt10419568,1,55
tt10488866,tt10419568,1,56
tt10488874,tt10419568,1,57
tt10488878,tt10419568,1,58
tt10488880,tt10419568,1,59
tt10488884,tt10419568,1,60
tt10488888,tt10419568,1,61
tt10488890,tt10419568,1,62
tt10488898,tt10419568,2,2
tt10488902,tt10419568,2,3
tt10488904,tt10419568,2,4
tt10488908,tt10419568,2,5
tt10488926,tt10419568,2,6
tt10488944,tt10419568,2,9
tt10488946,tt10419568,2,10
tt10488986,tt10419568,2,14
tt10488992,tt10419568,2,15
tt10488998,tt10419568,2,16
tt10489006,tt10419568,2,17
tt10489012,tt10419568,2,18
tt10489016,tt10419568,2,19
tt10489020,tt10419568,2,20
tt10489024,tt10419568,2,21
tt10489030,tt10419568,2,22
tt10489518,tt10489712,NULL,NULL
tt10489542,tt10489712,NULL,NULL
tt10489554,tt10489712,NULL,NULL
tt10489568,tt10489724,NULL,NULL
tt10489578,tt10489730,NULL,NULL
tt10489586,tt10489724,NULL,NULL
tt10490034,tt10473236,NULL,NULL
tt10490064,tt10473206,1,1
tt10490074,tt10473206,1,2
tt10490142,tt10473206,1,3
tt10490146,tt10473206,1,4
tt10490170,tt10473206,NULL,NULL
tt10492662,tt10487692,1,1
tt10493044,tt10492996,1,1
tt10493068,tt10492996,1,2
tt10493940,tt10487642,1,1
tt10494036,tt10487642,1,2
tt10494242,tt10494174,1,1
tt10494246,tt10494174,2,1
tt10494252,tt10494174,2,2
tt10494256,tt10494174,2,3
tt10494346,tt10494240,NULL,NULL
tt10494402,tt10475344,1,1
tt10494410,tt10475344,1,2
tt10494416,tt10475344,1,3
tt10494422,tt10475344,1,4
tt10494432,tt10475344,1,5
tt10494440,tt10475344,1,6
tt10494576,tt10261316,1,1
tt10494580,tt10261316,1,2
tt10494584,tt10261316,1,3
tt10494592,tt10261316,1,4
tt10494598,tt10261316,1,5
tt10494600,tt10261316,1,6
tt10494604,tt10261316,1,7
tt10494606,tt10261316,1,8
tt10494608,tt10261316,1,9
tt10494612,tt10261316,1,10
tt10494616,tt10261316,1,26
tt10495084,tt10492606,1,1
tt10495096,tt10492606,1,2
tt10495102,tt10492606,1,3
tt10495374,tt10489776,1,1
tt10495378,tt10489776,1,2
tt10495380,tt10489776,1,3
tt10496638,tt10479678,1,4
tt10497508,tt10162522,1,1
tt10497556,tt10479678,1,5
tt10497594,tt10479678,1,6
tt10497622,tt10479678,1,7
tt10497658,tt10489974,NULL,NULL
tt10497674,tt10489974,NULL,NULL
tt10497904,tt10487642,1,3
tt10497906,tt10487642,1,4
tt10498358,tt10265146,1,1
tt10498404,tt10265146,1,2
tt10498406,tt10265146,1,5
tt10498408,tt10265146,1,6
tt10498410,tt10265146,1,4
tt10498412,tt10265146,1,3
tt10498414,tt10265146,1,8
tt10498416,tt10265146,1,9
tt10498418,tt10265146,1,10
tt10498420,tt10265146,1,11
tt10498422,tt10265146,1,7
tt10498424,tt10265146,1,12
tt10498690,tt10498648,1,1
tt10498770,tt10498648,1,2
tt10498782,tt10498648,1,3
tt10498894,tt10498670,NULL,NULL
tt10498954,tt10262772,NULL,NULL
tt10498982,tt10262772,NULL,NULL
tt10499096,tt10479678,1,8
tt10499690,tt10478398,2,1
tt10499712,tt10478398,2,2
tt10499800,tt10449494,1,1
tt10499802,tt10449494,1,2
tt10499804,tt10449524,1,2
tt10499806,tt10449494,1,4
tt10499808,tt10449494,1,3
tt10499810,tt10449524,1,3
tt10499812,tt10449524,1,1
tt10499814,tt10449524,1,4
tt10499940,tt10498652,1,1
tt10499952,tt10498652,1,2
tt10499958,tt10498652,1,3
tt10499960,tt10498652,1,4
tt10499978,tt10498652,1,5
tt10499988,tt10498652,1,6
tt10499998,tt10498652,1,7
tt10500016,tt10498652,1,8
tt10500028,tt10498652,1,9
tt10500040,tt10498652,1,10
tt10500046,tt10478398,2,3
tt10500050,tt10498652,1,13
tt10500052,tt10499992,1,1
tt10500054,tt10498652,1,14
tt10500056,tt10499992,1,2
tt10500060,tt10476528,2,2
tt10500062,tt10499992,1,3
tt10500064,tt10499992,2,1
tt10500066,tt10478398,2,4
tt10500070,tt10498652,1,15
tt10500074,tt10498652,1,16
tt10500076,tt10478398,2,5
tt10500078,tt10498652,1,17
tt10500084,tt10498652,1,18
tt10500086,tt10478398,2,6
tt10500096,tt10498652,1,19
tt10500102,tt10499992,2,2
tt10500108,tt10478398,2,7
tt10500120,tt10499992,2,5
tt10500124,tt10499992,2,6
tt10500126,tt10478398,2,8
tt10500148,tt10478398,2,10
tt10500160,tt10478398,2,9
tt10500294,tt10479678,1,9
tt10500314,tt10479678,1,10
tt10500346,tt10479678,1,11
tt10500400,tt10500034,1,1
tt10500420,tt10500034,1,2
tt10500616,tt10500548,1,1
tt10500656,tt10500548,1,2
tt10500668,tt10500548,1,3
tt10500674,tt10500548,1,4
tt10500678,tt10500548,1,5
tt10500684,tt10500548,1,6
tt10500698,tt10500548,1,7
tt10500752,tt10500548,1,8
tt10501390,tt10417072,1,4
tt10502784,tt10162522,1,2
tt10502786,tt10162522,1,3
tt10502788,tt10162522,1,4
tt10502790,tt10162522,1,5
tt10502792,tt10162522,1,6
tt10502794,tt10162522,1,7
tt10502796,tt10162522,1,9
tt10502798,tt10162522,1,8
tt10502802,tt10162522,1,11
tt10502804,tt10162522,1,10
tt10502806,tt10162522,1,12
tt10502808,tt10162522,1,13
tt10502810,tt10162522,1,14
tt10502812,tt10162522,1,15
tt10502814,tt10162522,1,16
tt10502816,tt10162522,1,17
tt10502818,tt10162522,1,18
tt10502820,tt10162522,1,19
tt10502822,tt10162522,1,20
tt10502824,tt10162522,1,21
tt10502826,tt10162522,1,22
tt10502828,tt10162522,1,23
tt10502830,tt10162522,1,24
tt10502834,tt10162522,1,25
tt10502840,tt10162522,1,26
tt10502842,tt10162522,1,27
tt10502850,tt10162522,1,28
tt10502858,tt10162522,1,30
tt10502860,tt10162522,1,29
tt10502862,tt10162522,1,31
tt10502866,tt10162522,1,32
tt10502868,tt10162522,1,33
tt10502870,tt10162522,1,34
tt10502872,tt10162522,1,35
tt10502878,tt10162522,1,36
tt10502880,tt10162522,1,37
tt10502882,tt10162522,1,38
tt10502890,tt10162522,1,40
tt10502892,tt10162522,1,587
tt10502912,tt10162522,1,338
tt10502914,tt10162522,1,339
tt10502918,tt10162522,1,340
tt10502920,tt10162522,1,341
tt10502922,tt10162522,1,488
tt10502924,tt10162522,1,489
tt10502926,tt10162522,1,490
tt10502932,tt10162522,1,491
tt10502934,tt10162522,1,492
tt10502936,tt10162522,1,493
tt10502938,tt10162522,1,494
tt10502940,tt10162522,1,495
tt10502942,tt10162522,1,496
tt10502944,tt10162522,1,497
tt10502946,tt10162522,1,498
tt10502948,tt10162522,1,499
tt10502950,tt10162522,1,450
tt10502992,tt10479678,1,12
tt10503000,tt10479678,1,13
tt10503028,tt10442396,1,1
tt10503048,tt10442396,1,2
tt10503192,tt10476922,1,1
tt10504012,tt10487986,1,1
tt10504020,tt10487986,1,2
tt10504032,tt10487986,1,3
tt10504038,tt10487986,1,4
tt10504156,tt10388352,1,8
tt10504160,tt10388352,1,9
tt10504188,tt10388352,1,10
tt10504210,tt10388352,1,11
tt10504368,tt10432376,1,4
tt10504372,tt10432376,1,5
tt10504376,tt10432376,1,6
tt10504380,tt10432376,1,7
tt10504382,tt10432376,1,8
tt10504390,tt10432376,1,9
tt10504398,tt10432376,2,1
tt10504402,tt10432376,2,2
tt10504404,tt10432376,2,3
tt10504408,tt10432376,2,4
tt10504994,tt10295084,2,1
tt10505164,tt10492794,1,1
tt10505168,tt10492794,1,2
tt10505220,tt10492794,1,3
tt10505222,tt10492794,1,4
tt10505228,tt10492794,1,5
tt10505234,tt10481964,1,1
tt10505236,tt10481964,1,2
tt10505238,tt10481964,1,3
tt10505240,tt10481964,1,4
tt10505242,tt10481964,1,6
tt10505244,tt10481964,1,5
tt10505250,tt10481964,2,2
tt10505252,tt10481964,2,1
tt10505254,tt10481964,2,5
tt10505256,tt10481964,2,4
tt10505258,tt10481964,2,3
tt10505260,tt10481964,2,6
tt10505682,tt10505546,1,1
tt10505684,tt10505546,1,2
tt10505686,tt10505546,1,3
tt10505688,tt10505546,1,4
tt10505690,tt10505546,1,5
tt10505694,tt10505546,1,6
tt10505696,tt10505546,1,7
tt10505698,tt10505546,1,8
tt10505700,tt10505546,1,9
tt10505702,tt10505546,1,10
tt10505704,tt10505546,1,12
tt10505706,tt10505546,1,11
tt10505708,tt10505546,1,13
tt10505714,tt10505546,1,14
tt10505844,tt10504942,1,1
tt10505848,tt10504942,1,5
tt10505850,tt10504942,1,3
tt10505852,tt10504942,1,4
tt10505854,tt10504942,1,6
tt10505856,tt10504942,1,2
tt10505858,tt10504942,1,7
tt10505862,tt10504942,1,8
tt10505864,tt10504942,1,9
tt10505872,tt10504942,1,11
tt10505874,tt10504942,1,12
tt10505876,tt10504942,1,10
tt10505878,tt10504942,1,17
tt10505880,tt10504942,1,18
tt10505882,tt10504942,1,15
tt10505884,tt10504942,1,16
tt10505886,tt10504942,1,13
tt10505890,tt10504942,1,14
tt10505892,tt10504942,1,19
tt10505894,tt10504942,1,20
tt10505900,tt10504942,1,21
tt10505902,tt10504942,1,22
tt10505904,tt10504942,1,23
tt10505906,tt10504942,1,24
tt10505910,tt10504942,1,25
tt10505912,tt10504942,1,26
tt10505924,tt10504942,2,1
tt10505926,tt10504942,2,4
tt10505928,tt10504942,2,6
tt10505930,tt10504942,2,3
tt10505932,tt10504942,2,5
tt10505934,tt10504942,2,2
tt10505936,tt10504942,2,7
tt10506116,tt10162522,1,500
tt10506118,tt10162522,1,501
tt10506120,tt10162522,1,502
tt10506126,tt10162522,1,503
tt10506128,tt10162522,1,504
tt10506130,tt10162522,1,505
tt10506132,tt10162522,1,506
tt10506134,tt10162522,1,508
tt10506136,tt10162522,1,507
tt10506138,tt10162522,1,509
tt10506140,tt10162522,1,510
tt10506144,tt10162522,1,511
tt10506146,tt10162522,1,513
tt10506148,tt10162522,1,512
tt10506150,tt10162522,1,515
tt10506152,tt10162522,1,514
tt10506156,tt10162522,1,516
tt10506160,tt10162522,1,517
tt10506162,tt10162522,1,518
tt10506164,tt10162522,1,519
tt10506166,tt10162522,1,520
tt10506170,tt10162522,1,342
tt10506174,tt10162522,1,344
tt10506176,tt10162522,1,343
tt10506180,tt10162522,1,345
tt10506182,tt10162522,1,347
tt10506184,tt10162522,1,346
tt10506186,tt10162522,1,348
tt10506188,tt10162522,1,349
tt10506190,tt10162522,1,350
tt10506194,tt10162522,1,351
tt10506196,tt10162522,1,352
tt10506200,tt10162522,1,354
tt10506202,tt10162522,1,353
tt10506204,tt10162522,1,355
tt10506208,tt10162522,1,356
tt10506210,tt10162522,1,357
tt10506212,tt10162522,1,358
tt10506214,tt10162522,1,359
tt10506216,tt10162522,1,360
tt10506220,tt10162522,1,42
tt10506222,tt10162522,1,41
tt10506224,tt10162522,1,43
tt10506226,tt10162522,1,44
tt10506228,tt10162522,1,45
tt10506230,tt10162522,1,46
tt10506232,tt10162522,1,47
tt10506238,tt10162522,1,49
tt10506240,tt10162522,1,48
tt10506242,tt10162522,1,50
tt10506244,tt10162522,1,51
tt10506246,tt10162522,1,52
tt10506248,tt10162522,1,53
tt10506252,tt10162522,1,54
tt10506254,tt10162522,1,55
tt10506256,tt10162522,1,56
tt10506258,tt10162522,1,58
tt10506260,tt10162522,1,57
tt10506262,tt10162522,1,59
tt10506264,tt10162522,1,60
tt10508184,tt10507150,1,1
tt10508300,tt10507150,1,2
tt10508364,tt10507150,1,3
tt10508374,tt10507150,1,4
tt10508380,tt10486640,NULL,NULL
tt10508386,tt10486640,NULL,NULL
tt10508390,tt10486640,NULL,NULL
tt10508396,tt10507150,1,5
tt10508408,tt10507150,1,6
tt10508426,tt10507150,1,7
tt10508444,tt10507150,1,8
tt10508784,tt10344034,1,1
tt10508800,tt10344034,1,2
tt10508806,tt10344034,1,3
tt10508872,tt10344034,1,4
tt10508878,tt10344034,1,5
tt10508884,tt10344034,1,6
tt10508888,tt10344034,1,7
tt10508902,tt10504354,1,1
tt10508966,tt10495082,2,1
tt10509042,tt10495082,2,2
tt10509224,tt10507758,1,1
tt10509226,tt10507758,1,2
tt10509230,tt10507758,1,3
tt10509236,tt10507758,1,4
tt10509372,tt10508244,1,1
tt10509398,tt10508244,1,2
tt10509412,tt10508244,1,3
tt10509436,tt10508244,1,4
tt10509450,tt10508244,1,5
tt10509512,tt10509082,1,1
tt10509534,tt10509082,1,9
tt10509550,tt10509082,1,8
tt10509566,tt10509082,1,7
tt10509574,tt10509292,1,1
tt10509582,tt10509082,1,6
tt10509588,tt10438258,2,3
tt10509594,tt10509082,1,5
tt10509606,tt10509082,1,4
tt10509614,tt10509082,1,3
tt10509624,tt10509082,1,2
tt10509686,tt10509082,2,1
tt10509876,tt10503976,1,1
tt10509890,tt10503976,1,2
tt10509892,tt10503976,1,4
tt10509950,tt10340576,NULL,NULL
tt10510276,tt10262772,NULL,NULL
tt10510322,tt10262772,NULL,NULL
tt10510372,tt10262772,NULL,NULL
tt10510388,tt10262772,NULL,NULL
tt10510390,tt10438258,2,4
tt10510396,tt10262772,NULL,NULL
tt10510426,tt10262772,NULL,NULL
tt10510452,tt10501752,1,1
tt10510470,tt10501752,1,2
tt10510490,tt10501752,1,3
tt10510626,tt10340576,NULL,NULL
tt10510650,tt10504532,1,1
tt10510652,tt10504532,1,2
tt10510656,tt10504532,1,3
tt10510658,tt10504532,1,4
tt10510664,tt10504532,1,5
tt10510668,tt10504532,1,6
tt10510670,tt10032180,NULL,NULL
tt10510706,tt10504532,1,7
tt10510712,tt10504532,1,8
tt10510714,tt10504532,1,9
tt10510716,tt10504532,1,10
tt10510720,tt10504532,1,11
tt10510726,tt10504532,1,12
tt10510728,tt10504532,1,13
tt10510730,tt10504532,2,1
tt10510766,tt10504354,1,2
tt10510994,tt10500034,1,3
tt10511002,tt10500034,1,4
tt10511038,tt10453700,1,15
tt10511040,tt10453700,1,18
tt10511046,tt10453700,1,35
tt10511048,tt10453700,1,43
tt10511050,tt10453700,1,33
tt10511052,tt10453700,1,47
tt10511054,tt10453700,1,45
tt10511058,tt10453700,1,51
tt10511062,tt10453700,1,52
tt10511152,tt10214186,NULL,NULL
tt10511898,tt10509416,1,1
tt10511908,tt10509416,1,2
tt10511956,tt10509416,1,3
tt10511964,tt10509416,1,4
tt10513480,tt10162522,1,62
tt10513482,tt10162522,1,61
tt10513484,tt10162522,1,64
