tconst,parentTconst,seasonNumber,episodeNumber
tt10203058,tt10198732,1,15
tt10203070,tt10198732,1,16
tt10203076,tt10198732,1,17
tt10203094,tt10198732,1,18
tt10203118,tt10198732,1,19
tt10203128,tt10198732,1,20
tt10203152,tt10198732,1,21
tt10203162,tt10198732,1,22
tt10203166,tt10125304,1,2
tt10203188,tt10125304,1,3
tt10203194,tt10125304,1,4
tt10203218,tt10125304,1,5
tt10203224,tt10125304,1,6
tt10203230,tt10125304,1,7
tt10203234,tt10136326,NULL,NULL
tt10203246,tt10125304,1,8
tt10203256,tt10125304,1,9
tt10203268,tt10125304,1,10
tt10203510,tt10203314,1,0
tt10203544,tt10203314,1,2
tt10204024,tt10193210,1,6
tt10204028,tt10193210,1,7
tt10204038,tt10193210,1,8
tt10204042,tt10193210,1,9
tt10204044,tt10193210,1,10
tt10204046,tt10193210,1,11
tt10204050,tt10193210,1,12
tt10204052,tt10193210,1,13
tt10204066,tt10193210,2,1
tt10204068,tt10193210,2,2
tt10204070,tt10193210,2,3
tt10204074,tt10193210,2,4
tt10204076,tt10193210,2,5
tt10204078,tt10193210,2,6
tt10204080,tt10193210,2,7
tt10204082,tt10193210,2,8
tt10204086,tt10193210,2,9
tt10204088,tt10193210,2,10
tt10204092,tt10193210,2,11
tt10204094,tt10193210,2,12
tt10204096,tt10193210,2,13
tt10204098,tt10204026,NULL,NULL
tt10204308,tt10204270,2,32
tt10204326,tt10204270,1,1
tt10204334,tt10204270,2,25
tt10204374,tt10204270,1,6
tt10204420,tt10204380,1,1
tt10204430,tt10204380,1,3
tt10204436,tt10204380,1,4
tt10204442,tt10204380,1,5
tt10204446,tt10204380,1,6
tt10204448,tt10204380,1,7
tt10204452,tt10204380,1,8
tt10204456,tt10204380,1,9
tt10204458,tt10204380,1,10
tt10204462,tt10204270,2,41
tt10204678,tt10204656,1,1
tt10204682,tt10204656,1,2
tt10204684,tt10204656,1,3
tt10204688,tt10204656,1,4
tt10204692,tt10204656,1,5
tt10205024,tt10204888,1,1
tt10205400,tt10204842,1,1
tt10205422,tt10204842,1,2
tt10205452,tt10204842,1,3
tt10205464,tt10204842,1,4
tt10205468,tt10204842,1,5
tt10205496,tt10204842,1,7
tt10205510,tt10204842,1,8
tt10205972,tt10177290,2,11
tt10205974,tt10177290,2,12
tt10205982,tt10177290,2,13
tt10205998,tt10177290,2,14
tt10206458,tt10204888,1,2
tt10207818,tt10206488,1,1
tt10207926,tt10204360,1,1
tt10207932,tt10204360,1,2
tt10207938,tt10204360,1,3
tt10207946,tt10204360,1,4
tt10207956,tt10204360,1,5
tt10208188,tt10206488,1,2
tt10208318,tt10204360,1,6
tt10208320,tt10204360,1,7
tt10208322,tt10204360,1,8
tt10208328,tt10204360,1,9
tt10208330,tt10204360,1,10
tt10208332,tt10204360,1,11
tt10208336,tt10204360,1,12
tt10208722,tt10204360,1,13
tt10208724,tt10204360,1,14
tt10208728,tt10204360,1,15
tt10208772,tt10204360,1,16
tt10208778,tt10204360,1,17
tt10209256,tt10204360,1,18
tt10209262,tt10204360,1,19
tt10209270,tt10204360,1,20
tt10209934,tt10206488,1,3
tt10209938,tt10206488,1,4
tt10210044,tt10210022,1,1
tt10210050,tt10210022,1,2
tt10210062,tt10210022,1,3
tt10210066,tt10210022,1,4
tt10210078,tt10210022,1,5
tt10210300,tt10210252,2,1
tt10210306,tt10210252,2,2
tt10210308,tt10210252,2,3
tt10210312,tt10210252,2,4
tt10210316,tt10210252,2,5
tt10210328,tt10210252,2,6
tt10210330,tt10210252,2,7
tt10210332,tt10210252,2,8
tt10210342,tt10210252,2,9
tt10210352,tt10210252,2,10
tt10210354,tt10210252,2,11
tt10210424,tt10210252,1,1
tt10210440,tt10210252,1,2
tt10210452,tt10210252,1,3
tt10210482,tt10210252,1,4
tt10210486,tt10210252,1,5
tt10210488,tt10210252,1,6
tt10210492,tt10210252,1,7
tt10210500,tt10210252,1,8
tt10210516,tt10210252,1,9
tt10210526,tt10210252,1,10
tt10210548,tt10210252,1,11
tt10210562,tt10210252,1,12
tt10210574,tt10210252,1,13
tt10213042,tt10208558,1,1
tt10213050,tt10208558,1,2
tt10213086,tt10208558,1,301
tt10213108,tt10208558,1,302
tt10213144,tt10208558,1,303
tt10213420,tt10208850,1,1
tt10213428,tt10208850,1,2
tt10213474,tt10208850,1,3
tt10213492,tt10208850,1,4
tt10214278,tt10212808,1,1
tt10214284,tt10212808,1,2
tt10214288,tt10212808,1,3
tt10214302,tt10212808,1,4
tt10214308,tt10212808,1,5
tt10214568,tt10214236,1,1
tt10214570,tt10214236,1,2
tt10214960,tt10036722,1,1
tt10215046,tt10036722,1,2
tt10215458,tt10208850,1,5
tt10215476,tt10208850,1,6
tt10215508,tt10208850,1,7
tt10215558,tt10208850,1,8
tt10215588,tt10208850,1,9
tt10215680,tt10208850,1,10
tt10215712,tt10208850,1,11
tt10216388,tt10036722,1,3
tt10216434,tt10036722,1,4
tt10216510,tt10036722,1,5
tt10216554,tt10036722,1,6
tt10216606,tt10036722,1,7
tt10216638,tt10036722,1,8
tt10216680,tt10036722,1,9
tt10216710,tt10036722,1,10
tt10216764,tt10036722,1,11
tt10216850,tt10036722,1,12
tt10216870,tt10036722,1,13
tt10216926,tt10036722,1,14
tt10216964,tt10036722,1,15
tt10217010,tt10036722,1,16
tt10217022,tt10036722,1,17
tt10217038,tt10036722,1,18
tt10217040,tt10036722,1,19
tt10217844,tt10167008,1,6
tt10217852,tt10167008,1,7
tt10217866,tt10167008,1,8
tt10217876,tt10167008,1,9
tt10217880,tt10167008,1,10
tt10217888,tt10167008,1,11
tt10217894,tt10167008,1,12
tt10217904,tt10167008,1,13
tt10217916,tt10167008,1,14
tt10217948,tt10204360,1,21
tt10217954,tt10204360,1,22
tt10217962,tt10204360,1,23
tt10217968,tt10217872,1,1
tt10217970,tt10204360,1,24
tt10217996,tt10204360,1,25
tt10218000,tt10204360,1,26
tt10218010,tt10204360,1,27
tt10218012,tt10204360,1,28
tt10218022,tt10204360,1,29
tt10218028,tt10204360,1,30
tt10218152,tt10217950,1,2
tt10219168,tt10218024,NULL,NULL
tt10219718,tt10153928,1,1
tt10219722,tt10153928,1,2
tt10219726,tt10153928,1,3
tt10219732,tt10213460,NULL,NULL
tt10219734,tt10204796,1,1
tt10219744,tt10204796,1,2
tt10219770,tt10204796,1,3
tt10219846,tt10204796,1,4
tt10220162,tt10204796,1,5
tt10220252,tt10204796,1,6
tt10220352,tt10204796,1,7
tt10220452,tt10204796,1,8
tt10220508,tt10082940,1,1
tt10220516,tt10082940,1,2
tt10220544,tt10219906,1,1
tt10220562,tt10082940,1,3
tt10220606,tt10219906,1,2
tt10220612,tt10082940,1,4
tt10220678,tt10082940,1,5
tt10220742,tt10082940,1,6
tt10220788,tt10204796,1,9
tt10220860,tt10204796,1,10
tt10220888,tt10082940,1,7
tt10220920,tt10082940,1,8
tt10221002,tt10082940,1,9
tt10221054,tt10219906,1,3
tt10221100,tt10219906,1,4
tt10221104,tt10082940,1,10
tt10221132,tt10219906,1,5
tt10221146,tt10082940,1,11
tt10221148,tt10219906,1,6
tt10221196,tt10082940,1,12
tt10221264,tt10082940,1,13
tt10221306,tt10219906,1,7
tt10221358,tt10082940,1,14
tt10221454,tt10082940,1,15
tt10221480,tt10220918,NULL,NULL
tt10221498,tt10082940,1,16
tt10221526,tt10220918,NULL,NULL
tt10221538,tt10082940,1,17
tt10221580,tt10220918,NULL,NULL
tt10221588,tt10082940,1,18
tt10221594,tt10220918,NULL,NULL
tt10221606,tt10204796,1,11
tt10221648,tt10082940,1,19
tt10221656,tt10220646,NULL,NULL
tt10221662,tt10204796,1,12
tt10221684,tt10220646,NULL,NULL
tt10221686,tt10082940,1,20
tt10221748,tt10204796,1,13
tt10221768,tt10220646,NULL,NULL
tt10221818,tt10220646,NULL,NULL
tt10221836,tt10204796,1,14
tt10221864,tt10220646,NULL,NULL
tt10221884,tt10204796,1,15
tt10222352,tt10221398,NULL,NULL
tt10222354,tt10221398,NULL,NULL
tt10222566,tt10222398,1,1
tt10222570,tt10222398,1,2
tt10222710,tt10219906,2,8
tt10222716,tt10219906,2,9
tt10222792,tt10219906,2,10
tt10222794,tt10219906,2,11
tt10222800,tt10219906,2,12
tt10222810,tt10219906,2,13
tt10222958,tt10219906,2,14
tt10223238,tt10223226,1,4
tt10223256,tt10223226,1,11
tt10223926,tt10206488,NULL,NULL
tt10224434,tt10160584,1,1
tt10224442,tt10160584,1,2
tt10224452,tt10160584,1,3
tt10224466,tt10160584,1,4
tt10224474,tt10160584,1,5
tt10224856,tt10222742,1,1
tt10224866,tt10222742,1,2
tt10224872,tt10222742,1,3
tt10224880,tt10222742,1,4
tt10224884,tt10222742,1,5
tt10224900,tt10224766,1,1
tt10224924,tt10224766,1,2
tt10225084,tt10224766,1,3
tt10225102,tt10224766,1,4
tt10225112,tt10224766,1,5
tt10225128,tt10224766,1,6
tt10225136,tt10224766,1,7
tt10225160,tt10222918,2,1
tt10225182,tt10224766,1,8
tt10225218,tt10224766,1,9
tt10225294,tt10224766,1,10
tt10225300,tt10224854,NULL,NULL
tt10225428,tt10220106,1,1
tt10225530,tt10087452,1,2
tt10225714,tt10219906,3,15
tt10225738,tt10219906,3,16
tt10225750,tt10219906,3,17
tt10225802,tt10220106,1,2
tt10225860,tt10220106,1,3
tt10225874,tt10220106,1,4
tt10225916,tt10220106,1,5
tt10228052,tt10189694,1,19
tt10228056,tt10204796,2,1
tt10228070,tt10189694,1,28
tt10228092,tt10189694,1,37
tt10228118,tt10204796,2,2
tt10228154,tt10189694,1,39
tt10228166,tt10189694,1,15
tt10228174,tt10189694,1,9
tt10228220,tt10189694,1,8
tt10228234,tt10189694,1,16
tt10228244,tt10189694,1,33
tt10228248,tt10189694,1,30
tt10228256,tt10189694,1,18
tt10228264,tt10189694,1,7
tt10228270,tt10189694,1,36
tt10228282,tt10189694,1,29
tt10228286,tt10189694,1,21
tt10228292,tt10189694,1,11
tt10228298,tt10189694,1,31
tt10228302,tt10189694,1,25
tt10228312,tt10189694,1,6
tt10228320,tt10189694,1,14
tt10228358,tt10189694,1,27
tt10228366,tt10189694,1,4
tt10228374,tt10189694,1,40
tt10228384,tt10189694,1,23
tt10228392,tt10189694,1,22
tt10228398,tt10189694,1,17
tt10228402,tt10189694,1,1
tt10228410,tt10189694,1,5
tt10228414,tt10189694,1,41
tt10228422,tt10189694,1,13
tt10228434,tt10189694,1,3
tt10228440,tt10189694,1,35
tt10228446,tt10189694,1,10
tt10228456,tt10227986,1,1
tt10228458,tt10189694,1,32
tt10228466,tt10189694,1,38
tt10228476,tt10189694,1,12
tt10228488,tt10189694,1,34
tt10228494,tt10189694,1,24
tt10228498,tt10189694,1,2
tt10228500,tt10189694,1,20
tt10228694,tt10222776,1,1
tt10228702,tt10222776,1,2
tt10228716,tt10222776,1,3
tt10229360,tt10205538,1,1
tt10229362,tt10205538,1,2
tt10229668,tt10229654,1,1
tt10229676,tt10229654,1,2
tt10230016,tt10205538,1,3
tt10230024,tt10205538,2,1
tt10230050,tt10205538,2,2
tt10230056,tt10205538,2,3
tt10230100,tt10048660,1,1
tt10230102,tt10048660,1,2
tt10230116,tt10048660,1,3
tt10230118,tt10048660,1,4
tt10230122,tt10048660,1,5
tt10230126,tt10048660,1,6
tt10230132,tt10048660,1,7
tt10230136,tt10048660,1,8
tt10230146,tt10048660,1,9
tt10230154,tt10048660,1,10
tt10230172,tt10048660,1,11
tt10230176,tt10048660,1,12
tt10230180,tt10048660,1,13
tt10230182,tt10048660,1,14
tt10230186,tt10048660,1,15
tt10230188,tt10048660,1,16
tt10230194,tt10228768,1,1
tt10230198,tt10048660,1,18
tt10230200,tt10048660,1,19
tt10230204,tt10048660,1,20
tt10230206,tt10048660,1,21
tt10230210,tt10048660,1,22
tt10230212,tt10048660,1,23
tt10230214,tt10048660,1,24
tt10230218,tt10048660,1,25
tt10230224,tt10048660,1,26
tt10230226,tt10048660,1,27
tt10230228,tt10048660,1,28
tt10230236,tt10048660,1,29
tt10230240,tt10048660,1,30
tt10230242,tt10048660,1,31
tt10230244,tt10048660,1,32
tt10230246,tt10048660,1,33
tt10230248,tt10048660,1,34
tt10230250,tt10048660,1,35
tt10230252,tt10048660,1,36
tt10230254,tt10048660,1,37
tt10230318,tt10228768,1,2
tt10230330,tt10228768,1,3
tt10230334,tt10228768,1,4
tt10230338,tt10228768,1,5
tt10230534,tt10157864,1,1
tt10230556,tt10157864,1,2
tt10230586,tt10157864,1,3
tt10230710,tt10226590,1,2
tt10230712,tt10157836,1,1
tt10230782,tt10157836,1,2
tt10230798,tt10157836,1,3
tt10230808,tt10157836,1,4
tt10230826,tt10157836,1,5
tt10230918,tt10157836,1,6
tt10230950,tt10157836,1,7
tt10230982,tt10157836,1,8
tt10231516,tt10230988,1,0
tt10231548,tt10230988,1,1
tt10231554,tt10230988,1,2
tt10231560,tt10230988,1,3
tt10232442,tt10223558,1,1
tt10232452,tt10223558,1,2
tt10233002,tt10204796,2,3
tt10233048,tt10204796,2,4
tt10233114,tt10204796,2,5
tt10233716,tt10226590,1,1
tt10234124,tt10229492,1,1
tt10234144,tt10229492,1,2
tt10234158,tt10229492,1,3
tt10234254,tt10181774,1,1
tt10234258,tt10181774,1,2
tt10234260,tt10181774,1,3
tt10234266,tt10181774,1,4
tt10234276,tt10144198,1,1
tt10234278,tt10144198,1,2
tt10234280,tt10144198,1,3
tt10234284,tt10144198,1,4
tt10234286,tt10144198,1,5
tt10235418,tt10228930,1,1
tt10235464,tt10228930,1,2
tt10235510,tt10228930,1,3
tt10236372,tt10189694,1,26
tt10238034,tt10220938,1,1
tt10238228,tt10220938,1,2
tt10238300,tt10220938,1,3
tt10238424,tt10220938,1,4
tt10238492,tt10220938,1,5
tt10238512,tt10220938,1,6
tt10238526,tt10220938,1,7
tt10238534,tt10234902,1,1
tt10238544,tt10234902,1,2
tt10238552,tt10234902,1,3
tt10238554,tt10220938,1,8
tt10238604,tt10234902,1,4
tt10238612,tt10236972,1,1
tt10238622,tt10234902,1,5
tt10238650,tt10234902,1,6
tt10238668,tt10234902,1,7
tt10238672,tt10234902,1,8
tt10238758,tt10236972,1,2
tt10238764,tt10236972,1,3
tt10239230,tt10204796,2,6
tt10239238,tt10204796,2,7
tt10239240,tt10204796,2,8
tt10239248,tt10204796,2,9
tt10240716,tt10199228,1,1
tt10240740,tt10199228,1,2
tt10240748,tt10199228,1,3
tt10240750,tt10199228,1,4
tt10240756,tt10199228,1,5
tt10240984,tt10234674,NULL,NULL
tt10241008,tt10234674,NULL,NULL
tt10241020,tt10234674,NULL,NULL
tt10241026,tt10234674,NULL,NULL
tt10241040,tt10234674,NULL,NULL
tt10241062,tt10234674,NULL,NULL
tt10241194,tt10234674,NULL,NULL
tt10241230,tt10234674,NULL,NULL
tt10241240,tt10234674,NULL,NULL
tt10241252,tt10234674,NULL,NULL
tt10241260,tt10240056,1,1
tt10241262,tt10240056,1,2
tt10241266,tt10240056,1,3
tt10241278,tt10234674,NULL,NULL
tt10241410,tt10241366,NULL,NULL
tt10241418,tt10241366,NULL,NULL
tt10241434,tt10229654,1,3
tt10243686,tt10234800,1,1
tt10243696,tt10234800,1,2
tt10243766,tt10243684,NULL,NULL
tt10243786,tt10243684,NULL,NULL
tt10243982,tt10109884,1,3
tt10244770,tt10204796,2,10
tt10244788,tt10204796,2,11
tt10244806,tt10204796,2,12
tt10244818,tt10204796,2,13
tt10244976,tt10219442,1,1
tt10244984,tt10219442,1,2
tt10244986,tt10219442,1,3
tt10244990,tt10219442,1,4
tt10244996,tt10219442,1,5
tt10244998,tt10219442,1,6
tt10245004,tt10219442,1,7
tt10245008,tt10219442,1,8
tt10245010,tt10219442,1,9
tt10245014,tt10219442,1,10
tt10245074,tt10240522,1,3
tt10245080,tt10240522,1,1
tt10245082,tt10240522,1,2
tt10245084,tt10240522,1,4
tt10245086,tt10240522,1,5
tt10245088,tt10240522,1,6
tt10245090,tt10240522,1,7
tt10245092,tt10240522,1,8
tt10245094,tt10240522,1,9
tt10245096,tt10240522,1,10
tt10245098,tt10240522,1,11
tt10245100,tt10240522,1,12
tt10245104,tt10240522,1,13
tt10245108,tt10240522,1,15
tt10245110,tt10240522,1,14
tt10245112,tt10240522,1,16
tt10245116,tt10240522,1,17
tt10245690,tt10241042,1,1
tt10245698,tt10241042,1,2
tt10245706,tt10241042,1,3
tt10245710,tt10241042,1,4
tt10245714,tt10241042,1,5
tt10245720,tt10241042,1,6
tt10246248,tt10125702,1,1
tt10246250,tt10125702,1,2
tt10246252,tt10125702,1,3
tt10246254,tt10125702,1,4
tt10246256,tt10125702,1,5
tt10249552,tt10048660,1,17
tt10250726,tt10250346,1,1
tt10250728,tt10250346,1,2
tt10250730,tt10250346,1,3
tt10250732,tt10250346,1,4
tt10250734,tt10250346,1,5
tt10250736,tt10250346,1,6
tt10250738,tt10250346,1,7
tt10250740,tt10250346,1,8
tt10251036,tt10250860,1,1
tt10251118,tt10245064,1,1
tt10251276,tt10245064,1,2
tt10251366,tt10250860,1,2
tt10251370,tt10250860,1,3
tt10251894,tt10249586,1,1
tt10251896,tt10249586,1,2
tt10251900,tt10249586,1,3
tt10251910,tt10249586,1,4
tt10251918,tt10249586,1,5
tt10251926,tt10249586,1,6
tt10251930,tt10249586,1,7
tt10251942,tt10249586,1,8
tt10251948,tt10249586,1,9
tt10251956,tt10249586,1,10
tt10253526,tt10252112,1,1
tt10253552,tt10252112,1,2
tt10253622,tt10252112,1,3
tt10253676,tt10252112,1,4
tt10253718,tt10252112,1,5
tt10253812,tt10252112,1,6
tt10254566,tt10254350,1,1
tt10254588,tt10254350,1,2
tt10254598,tt10254350,NULL,NULL
tt10254612,tt10254350,1,4
tt10254620,tt10254350,1,5
tt10254640,tt10254350,1,3
tt10255166,tt10254536,1,2
tt10255168,tt10254536,1,3
tt10255172,tt10254536,1,4
tt10255174,tt10254536,1,5
tt10255176,tt10254536,1,6
tt10255182,tt10254536,1,7
tt10255196,tt10254536,1,8
tt10255230,tt10254536,1,9
tt10255232,tt10254536,1,10
tt10255804,tt10241052,1,1
tt10255816,tt10241052,1,2
tt10255968,tt10241052,1,3
tt10256024,tt10241052,1,4
tt10256036,tt10241052,1,5
tt10256176,tt10229654,1,4
tt10256180,tt10229654,1,5
tt10256200,tt10229654,1,6
tt10256226,tt10250856,1,1
tt10256228,tt10250856,2,1
tt10256406,tt10250856,1,2
tt10256416,tt10250856,1,3
tt10256428,tt10250856,1,4
tt10256436,tt10250856,1,5
tt10256444,tt10250856,1,6
tt10256454,tt10250856,1,7
tt10256458,tt10250856,1,8
tt10256462,tt10250856,1,9
tt10256466,tt10250856,1,10
tt10256470,tt10250856,1,11
tt10257402,tt10082940,1,21
tt10257416,tt10082940,1,22
tt10257430,tt10082940,1,23
tt10257444,tt10082940,1,24
tt10257474,tt10082940,1,25
tt10257534,tt10082940,1,26
tt10257580,tt10082940,1,27
tt10257630,tt10082940,1,28
tt10257664,tt10082940,1,29
tt10257696,tt10082940,1,30
tt10257884,tt10254536,1,1
tt10259996,tt10254464,1,1
tt10260608,tt10255874,1,1
tt10260610,tt10255874,1,2
tt10260614,tt10255874,1,3
tt10260616,tt10255874,1,4
tt10260618,tt10255874,1,5
tt10260620,tt10255874,1,6
tt10260622,tt10255874,1,7
tt10260624,tt10255874,1,8
tt10260626,tt10255874,1,9
tt10260628,tt10255874,1,10
tt10260690,tt10257000,1,1
tt10260848,tt10248788,2,1
tt10260878,tt10184130,1,2
tt10260884,tt10184130,1,3
tt10260888,tt10184130,1,4
tt10260892,tt10184130,1,5
tt10260896,tt10184130,1,6
tt10260900,tt10184130,1,7
tt10260914,tt10184130,2,1
tt10260918,tt10184130,2,2
tt10260920,tt10184130,2,3
tt10260926,tt10184130,2,4
tt10260928,tt10184130,2,5
tt10260934,tt10184130,2,6
tt10260936,tt10184130,2,7
tt10260940,tt10184130,2,8
tt10260972,tt10184130,3,5
tt10260982,tt10184130,3,6
tt10260990,tt10184130,3,8
tt10261098,tt10257000,1,2
tt10261216,tt10084980,1,2
tt10261222,tt10084980,1,1
tt10261232,tt10084980,1,3
tt10261236,tt10084980,1,4
tt10261238,tt10084980,1,5
tt10261592,tt10104840,NULL,NULL
tt10261666,tt10229654,1,7
tt10261938,tt10229654,1,8
tt10261970,tt10261688,1,1
tt10261982,tt10261688,1,2
tt10261996,tt10261688,1,3
tt10262036,tt10229654,1,9
tt10262038,tt10229654,1,10
tt10262040,tt10229654,1,11
tt10262088,tt10229654,1,12
tt10262090,tt10229654,1,13
tt10262092,tt10229654,1,14
tt10262126,tt10229654,1,15
tt10262176,tt10229654,1,16
tt10262180,tt10229654,1,17
tt10262530,tt10250856,2,2
tt10262532,tt10262034,1,3
tt10262534,tt10262034,1,1
tt10262536,tt10262034,1,2
tt10262538,tt10262034,1,4
tt10262540,tt10250856,2,3
tt10262544,tt10250856,2,4
tt10262548,tt10250856,2,5
tt10262552,tt10250856,2,6
tt10262554,tt10250856,2,7
tt10262558,tt10250856,2,8
tt10262562,tt10250856,2,9
tt10262572,tt10250856,2,10
tt10262984,tt10262772,NULL,NULL
tt10263002,tt10262772,NULL,NULL
tt10263098,tt10262772,NULL,NULL
tt10263142,tt10262772,NULL,NULL
tt10263180,tt10262772,NULL,NULL
tt10263226,tt10262772,NULL,NULL
tt10263346,tt10262772,NULL,NULL
tt10263406,tt10243812,1,1
tt10263422,tt10262772,NULL,NULL
tt10263428,tt10243812,1,2
tt10263494,tt10254446,1,1
tt10263498,tt10254446,1,2
tt10263502,tt10254446,1,3
tt10263510,tt10254446,1,4
tt10263516,tt10254446,1,5
tt10263732,tt10262772,NULL,NULL
tt10263872,tt10262772,NULL,NULL
tt10263952,tt10262772,NULL,NULL
tt10264030,tt10262772,NULL,NULL
tt10264062,tt10262772,NULL,NULL
tt10264098,tt10262772,NULL,NULL
tt10264954,tt10234636,NULL,NULL
tt10265448,tt10245982,1,1
tt10265454,tt10245982,1,2
tt10265460,tt10245982,1,3
tt10265466,tt10245982,1,4
tt10265488,tt10245982,1,5
tt10265508,tt10245982,1,6
tt10265516,tt10245982,1,7
tt10265520,tt10245982,1,8
tt10265524,tt10245982,1,9
tt10265532,tt10245982,1,10
tt10265542,tt10245982,1,11
tt10265550,tt10245982,1,12
tt10265554,tt10245982,1,13
tt10265698,tt10262772,NULL,NULL
tt10266414,tt10262772,NULL,NULL
tt10266800,tt10193082,1,3
tt10268764,tt10266266,1,1
tt10268766,tt10266266,1,2
tt10268768,tt10266266,1,3
tt10268776,tt10266266,1,4
tt10268778,tt10266266,1,6
tt10268780,tt10266266,1,5
tt10268784,tt10266266,1,7
tt10268786,tt10266266,1,8
tt10268790,tt10266266,1,10
tt10268792,tt10266266,1,9
tt10268794,tt10266266,1,11
tt10268796,tt10266266,1,12
tt10268798,tt10266266,1,13
tt10268802,tt10266266,1,14
tt10268804,tt10266266,1,16
tt10268806,tt10266266,1,15
tt10268810,tt10266266,1,17
tt10268812,tt10266266,1,18
tt10268814,tt10266266,1,19
tt10268820,tt10266266,1,20
tt10268822,tt10266266,1,21
tt10268826,tt10266266,1,22
tt10268828,tt10266266,1,23
tt10268830,tt10266266,1,24
tt10268832,tt10266266,1,25
tt10268834,tt10266266,1,26
tt10268836,tt10266266,1,27
tt10268986,tt10157384,1,2
tt10269036,tt10157384,1,3
tt10269044,tt10157384,1,4
tt10269408,tt10254446,1,6
tt10269412,tt10254446,1,7
tt10269414,tt10254446,1,8
tt10269416,tt10254446,1,9
tt10269418,tt10254446,1,10
tt10269470,tt10267036,1,10
tt10269772,tt10264328,1,1
tt10269776,tt10264328,1,2
tt10269784,tt10264328,1,3
tt10270258,tt10229654,1,18
tt10270264,tt10229654,1,19
tt10270266,tt10229654,1,20
tt10270348,tt10059648,NULL,NULL
tt10270352,tt10059648,NULL,NULL
tt10270356,tt10059648,NULL,NULL
tt10270358,tt10059648,NULL,NULL
tt10270386,tt10269748,1,1
tt10270414,tt10269748,1,2
tt10270476,tt10270342,1,1
tt10270480,tt10270342,1,2
tt10270486,tt10270342,1,3
tt10270494,tt10270342,1,4
tt10270498,tt10269748,1,3
tt10270504,tt10270342,1,5
tt10270508,tt10270342,1,6
tt10270536,tt10269748,1,4
tt10270546,tt10270342,1,7
tt10270554,tt10270342,1,8
tt10270556,tt10270342,1,9
tt10270562,tt10270342,1,10
tt10270576,tt10270342,1,21
tt10270590,tt10269748,1,5
tt10270620,tt10269748,1,6
tt10270626,tt10262772,NULL,NULL
tt10270662,tt10269748,1,7
tt10270668,tt10262772,NULL,NULL
tt10270708,tt10262772,NULL,NULL
tt10270726,tt10262772,NULL,NULL
tt10270782,tt10267036,1,1
tt10270836,tt10267036,1,2
tt10270854,tt10262772,NULL,NULL
tt10270872,tt10262772,NULL,NULL
tt10270892,tt10262772,NULL,NULL
tt10270952,tt10262772,NULL,NULL
tt10270982,tt10262772,NULL,NULL
tt10271012,tt10262772,NULL,NULL
tt10271014,tt10264328,1,4
tt10271024,tt10264328,1,5
tt10271028,tt10264328,1,6
tt10271034,tt10264328,2,1
tt10271040,tt10264328,2,2
tt10271050,tt10262772,NULL,NULL
tt10271052,tt10270342,1,11
tt10271060,tt10270342,1,12
tt10271062,tt10270342,1,13
tt10271068,tt10270342,1,14
tt10271072,tt10270342,1,15
tt10271078,tt10270342,1,16
tt10271082,tt10270342,1,17
tt10271084,tt10270342,1,18
tt10271088,tt10262772,NULL,NULL
tt10271092,tt10270342,1,19
tt10271098,tt10270342,1,20
tt10271114,tt10262772,NULL,NULL
tt10271130,tt10262772,NULL,NULL
tt10271142,tt10262772,NULL,NULL
tt10271278,tt10262772,NULL,NULL
tt10273232,tt10262772,NULL,NULL
tt10274534,tt10264788,1,4
tt10276086,tt10234210,1,1
tt10276088,tt10234210,1,2
tt10276092,tt10234210,1,3
tt10276406,tt10276262,1,1
tt10276414,tt10276262,1,2
tt10276418,tt10276262,1,3
tt10276422,tt10276262,1,4
tt10277296,tt10269312,1,1
tt10277382,tt10269312,1,2
tt10277500,tt10269312,1,3
tt10278772,tt10275292,1,2
tt10278888,tt10275292,1,3
tt10278910,tt10275292,1,4
tt10278924,tt10275292,1,5
tt10278998,tt10275292,1,6
tt10279162,tt10254202,1,1
tt10279168,tt10254202,2,1
tt10279172,tt10254202,3,1
tt10279304,tt10254446,1,11
tt10279306,tt10254446,1,12
tt10279308,tt10254446,1,13
tt10279310,tt10254446,1,14
tt10279314,tt10254446,1,15
tt10279458,tt10275292,1,1
tt10279546,tt10279338,NULL,NULL
tt10279730,tt10213542,1,8
tt10279740,tt10213542,1,6
tt10279748,tt10213542,1,5
tt10279752,tt10213542,1,4
tt10279754,tt10213542,1,3
tt10279760,tt10213542,1,2
tt10279764,tt10213542,1,1
tt10280330,tt10279338,NULL,NULL
tt10280754,tt10152900,1,24
tt10283154,tt10265992,1,1
tt10283872,tt10177532,1,1
tt10283874,tt10177532,1,2
tt10283876,tt10177532,1,3
tt10283878,tt10177532,1,4
tt10283880,tt10177532,1,5
tt10283882,tt10177532,1,6
tt10284326,tt10262772,NULL,NULL
tt10284344,tt10262772,NULL,NULL
tt10284356,tt10262772,NULL,NULL
tt10284718,tt10256260,1,1
tt10284720,tt10256260,1,5
tt10284722,tt10256260,1,4
tt10284724,tt10256260,1,2
tt10284726,tt10256260,1,3
tt10284728,tt10256260,1,6
tt10284730,tt10256260,1,7
tt10284732,tt10256260,1,9
tt10284734,tt10256260,1,8
tt10284736,tt10256260,1,10
tt10285416,tt10285066,1,1
tt10285628,tt10262772,NULL,NULL
tt10287862,tt10285110,1,1
tt10287920,tt10285066,1,2
tt10288392,tt10287012,NULL,NULL
tt10288436,tt10287890,NULL,NULL
