ID,genre
tt10001250,19
tt10001256,1
tt10001256,7
tt10001256,19
tt10001258,1
tt10001258,7
tt10001258,19
tt10001260,1
tt10001260,7
tt10001260,19
tt10001262,1
tt10001262,7
tt10001262,19
tt10001266,1
tt10001266,7
tt10001266,19
tt10001268,1
tt10001268,7
tt10001268,19
tt10001272,1
tt10001272,7
tt10001272,19
tt10001276,1
tt10001276,7
tt10001276,19
tt10001282,1
tt10001282,7
tt10001282,19
tt10001286,12
tt10001294,1
tt10001294,7
tt10001294,19
tt10001302,12
tt10001308,1
tt10001308,7
tt10001308,19
tt10001312,1
tt10001312,7
tt10001312,19
tt10001314,1
tt10001314,7
tt10001314,19
tt10001318,1
tt10001318,7
tt10001318,19
tt10001320,1
tt10001320,7
tt10001320,19
tt10001324,12
tt10001326,1
tt10001326,7
tt10001326,19
tt10001332,1
tt10001332,7
tt10001332,19
tt10001334,1
tt10001334,7
tt10001334,19
tt10001338,1
tt10001338,7
tt10001338,19
tt10001342,1
tt10001342,7
tt10001342,19
tt10001344,1
tt10001344,7
tt10001344,19
tt10001346,1
tt10001346,7
tt10001346,19
tt10001354,1
tt10001354,7
tt10001354,19
tt10001356,1
tt10001356,7
tt10001356,19
tt10001358,1
tt10001358,7
tt10001358,19
tt10001362,1
tt10001362,7
tt10001362,19
tt10001366,1
tt10001366,7
tt10001366,19
tt10001374,1
tt10001374,7
tt10001374,19
tt10001384,12
tt10001534,1
tt10001534,19
tt10001536,1
tt10001536,19
tt10001538,1
tt10001538,19
tt10001540,1
tt10001540,19
tt10001542,1
tt10001542,19
tt10001544,12
tt10001548,1
tt10001548,19
tt10001550,1
tt10001550,19
tt10001552,1
tt10001552,19
tt10001554,1
tt10001554,19
tt10001556,1
tt10001556,19
tt10001558,1
tt10001558,19
tt10001560,1
tt10001560,19
tt10001562,1
tt10001562,19
tt10001566,1
tt10001566,19
tt10001568,1
tt10001568,19
tt10001570,1
tt10001570,19
tt10001572,12
tt10001576,1
tt10001576,19
tt10001578,1
tt10001578,19
tt10001580,12
tt10001582,1
tt10001582,19
tt10001586,1
tt10001586,19
tt10001594,2
tt10001596,2
tt10001598,2
tt10001600,2
tt10001602,2
tt10001606,2
tt10001608,2
tt10001610,2
tt10001612,2
tt10001616,2
tt10001618,2
tt10001620,2
tt10001622,2
tt10001624,2
tt10001626,2
tt10001630,2
tt10001632,2
tt10001634,2
tt10001636,2
tt10001638,2
tt10001644,12
tt10001644,17
tt10001806,2
tt10001808,2
tt10001810,2
tt10001812,2
tt10001814,2
tt10001816,2
tt10001820,2
tt10001822,2
tt10001824,2
tt10001826,2
tt10001828,2
tt10001830,0
tt10001830,10
tt10001832,2
tt10001834,2
tt10001836,2
tt10001840,2
tt10001842,2
tt10001844,1
tt10001846,2
tt10001848,2
tt10001850,2
tt10001852,2
tt10001854,2
tt10001856,2
tt10001858,2
tt10001860,2
tt10001862,2
tt10001902,1
tt10001904,1
tt10001906,1
tt10001908,1
tt10001910,1
tt10001912,1
tt10001914,1
tt10001916,1
tt10001918,1
tt10001920,1
tt10001924,1
tt10001928,1
tt10001930,1
tt10001932,1
tt10001934,1
tt10001936,1
tt10001938,1
tt10001940,27
tt10001942,1
tt10001944,1
tt10001946,1
tt10001952,1
tt10001954,1
tt10001956,1
tt10001958,1
tt10001960,1
tt10001962,1
tt10001964,1
tt10001966,1
tt10001972,1
tt10001974,1
tt10001976,1
tt10001978,1
tt10001984,1
tt10001986,1
tt10001988,1
tt10001990,1
tt10001992,1
tt10001994,1
tt10001998,1
tt10002000,0
tt10002006,1
tt10002008,1
tt10002008,2
tt10002008,3
tt10002020,1
tt10002020,2
tt10002020,3
tt10002022,1
tt10002022,2
tt10002022,3
tt10002024,1
tt10002024,2
tt10002024,3
tt10002028,1
tt10002028,2
tt10002028,3
tt10002030,1
tt10002030,2
tt10002030,3
tt10002036,1
tt10002036,2
tt10002036,3
tt10002040,1
tt10002040,2
tt10002040,3
tt10002042,12
tt10002044,1
tt10002044,2
tt10002044,3
tt10002046,0
tt10002046,8
tt10002048,1
tt10002048,2
tt10002048,3
tt10002050,1
tt10002050,2
tt10002050,3
tt10002056,1
tt10002056,2
tt10002056,3
tt10002058,1
tt10002058,2
tt10002058,3
tt10002060,1
tt10002060,2
tt10002060,3
tt10002062,1
tt10002062,2
tt10002062,3
tt10002064,1
tt10002064,2
tt10002064,3
tt10002066,1
tt10002066,2
tt10002066,3
tt10002072,1
tt10002072,2
tt10002072,3
tt10002074,1
tt10002074,2
tt10002074,3
tt10002076,1
tt10002076,2
tt10002076,3
tt10002078,12
tt10002086,1
tt10002086,2
tt10002086,3
tt10002088,1
tt10002088,2
tt10002088,3
tt10002090,1
tt10002090,2
tt10002090,3
tt10002092,1
tt10002092,2
tt10002092,3
tt10002094,1
tt10002094,2
tt10002094,3
tt10002096,1
tt10002096,2
tt10002096,3
tt10002098,1
tt10002098,2
tt10002098,3
tt10002100,1
tt10002100,2
tt10002100,3
tt10002102,1
tt10002102,2
tt10002102,3
tt10002104,1
tt10002104,2
tt10002104,3
tt10002108,1
tt10002108,2
tt10002108,3
tt10002116,1
tt10002116,2
tt10002116,3
tt10002118,1
tt10002118,2
tt10002118,3
tt10002122,1
tt10002122,2
tt10002122,3
tt10002124,12
tt10002126,1
tt10002126,2
tt10002126,3
tt10002128,1
tt10002128,2
tt10002128,3
tt10002132,1
tt10002132,2
tt10002132,3
tt10002134,1
tt10002134,2
tt10002134,3
tt10002136,1
tt10002136,2
tt10002136,3
tt10002138,1
tt10002138,2
tt10002138,3
tt10002142,12
tt10002146,3
tt10002148,3
tt10002150,3
tt10002152,3
tt10002154,3
tt10002156,3
tt10002158,3
tt10002160,3
tt10002162,3
tt10002164,12
tt10002166,3
tt10002168,3
tt10002170,3
tt10002174,3
tt10002176,3
tt10002178,3
tt10002180,3
tt10002182,3
tt10002184,3
tt10002186,3
tt10002190,3
tt10002192,3
tt10002194,3
tt10002196,3
tt10002198,12
tt10002200,3
tt10002202,3
tt10002204,3
tt10002208,12
tt10002214,3
tt10002216,3
tt10002218,3
tt10002220,3
tt10002222,3
tt10002224,3
tt10002226,3
tt10002228,3
tt10002232,3
tt10002234,12
tt10002236,3
tt10002238,3
tt10002240,3
tt10002242,3
tt10002244,3
tt10002246,3
tt10002248,3
tt10002250,3
tt10002252,3
tt10002256,3
tt10002260,3
tt10002272,1
tt10002272,2
tt10002272,19
tt10002274,1
tt10002274,2
tt10002274,19
tt10002276,1
tt10002276,2
tt10002276,19
tt10002278,1
tt10002278,2
tt10002278,19
tt10002280,1
tt10002280,2
tt10002280,19
tt10002284,1
tt10002284,2
tt10002284,19
tt10002286,1
tt10002286,2
tt10002286,19
tt10002288,1
tt10002288,2
tt10002288,19
tt10002290,1
tt10002290,2
tt10002290,19
tt10002294,1
tt10002294,2
tt10002294,19
tt10002296,24
tt10002298,1
tt10002298,2
tt10002298,19
tt10002300,1
tt10002300,2
tt10002300,19
tt10002302,1
tt10002302,2
tt10002302,19
tt10002304,1
tt10002304,2
tt10002304,19
tt10002306,1
tt10002306,2
tt10002306,19
tt10002308,1
tt10002308,2
tt10002308,19
tt10002310,1
tt10002310,2
tt10002310,19
tt10002314,1
tt10002314,2
tt10002314,19
tt10002316,1
tt10002316,2
tt10002316,19
tt10002318,1
tt10002318,2
tt10002318,19
tt10002320,24
tt10002324,24
tt10002328,24
tt10002330,1
tt10002330,2
tt10002330,19
tt10002332,1
tt10002332,2
tt10002332,19
tt10002334,24
tt10002336,1
tt10002336,2
tt10002336,19
tt10002338,1
tt10002338,2
tt10002338,19
tt10002340,1
tt10002340,2
tt10002340,19
tt10002346,1
tt10002346,2
tt10002346,19
tt10002348,24
tt10002350,1
tt10002350,2
tt10002350,19
tt10002352,1
tt10002352,2
tt10002352,19
tt10002354,1
tt10002354,2
tt10002354,19
tt10002358,1
tt10002358,2
tt10002358,19
tt10002360,1
tt10002360,2
tt10002360,19
tt10002362,1
tt10002362,2
tt10002362,19
tt10002364,1
tt10002364,2
tt10002364,19
tt10002366,24
tt10002368,1
tt10002368,2
tt10002368,19
tt10002370,1
tt10002370,2
tt10002370,19
tt10002372,1
tt10002372,2
tt10002372,19
tt10002374,24
tt10002376,1
tt10002376,2
tt10002376,19
tt10002380,1
tt10002380,2
tt10002380,19
tt10002382,24
tt10002384,24
tt10002388,24
tt10002398,24
tt10002400,0
tt10002400,1
tt10002400,7
tt10002406,24
tt10002412,24
tt10002422,24
tt10002434,24
tt10002446,24
tt10002450,12
tt10002458,24
tt10002462,24
tt10002470,24
tt10002472,24
tt10002474,12
tt10002476,24
tt10002478,24
tt10002480,24
tt10002490,24
tt10002500,24
tt10002508,12
tt10002530,12
tt10002546,12
tt10002576,12
tt10002588,0
tt10002588,7
tt10002606,14
tt10002614,12
tt10002646,14
tt10002648,12
tt10002652,14
tt10002656,12
tt10002658,14
tt10002660,14
tt10002676,14
tt10002698,14
tt10002718,2
tt10002726,12
tt10002730,13
tt10002732,2
tt10002738,2
tt10002744,2
tt10002750,1
tt10002752,1
tt10002754,2
tt10002756,1
tt10002758,1
tt10002760,1
tt10002762,1
tt10002764,1
tt10002768,1
tt10002770,1
tt10002772,1
tt10002774,2
tt10002776,1
tt10002778,1
tt10002780,1
tt10002782,1
tt10002784,1
tt10002788,1
tt10002790,1
tt10002792,1
tt10002794,12
tt10002796,12
tt10002796,17
tt10002798,2
tt10002804,1
tt10002806,1
tt10002808,1
tt10002810,2
tt10002812,1
tt10002814,1
tt10002816,1
tt10002818,1
tt10002822,1
tt10002826,1
tt10002828,1
tt10002830,1
tt10002832,2
tt10002834,1
tt10002836,12
tt10002838,1
tt10002840,1
tt10002844,1
tt10002846,1
tt10002850,1
tt10002852,1
tt10002854,1
tt10002856,1
tt10002864,12
tt10002922,1
tt10002924,13
tt10002926,1
tt10002928,1
tt10002930,1
tt10002932,1
tt10002934,1
tt10002936,1
tt10002940,1
tt10002942,13
tt10002944,1
tt10002946,1
tt10002948,1
tt10002950,1
tt10002952,1
tt10002954,1
tt10002956,1
tt10002958,1
tt10002960,1
tt10002962,1
tt10002964,1
tt10002966,1
tt10002968,1
tt10002970,1
tt10002972,1
tt10002974,1
tt10002976,1
tt10002978,1
tt10002980,1
tt10002982,1
tt10002984,1
tt10002986,1
tt10002988,1
tt10002990,1
tt10002992,1
tt10002994,1
tt10002996,1
tt10002998,1
tt10003000,1
tt10003002,1
tt10003004,1
tt10003006,1
tt10003056,13
tt10003058,11
tt10003058,12
tt10003060,1
tt10003070,13
tt10003100,12
tt10003108,13
tt10003140,13
tt10003162,13
tt10003172,13
tt10003198,13
tt10003202,2
tt10003202,6
tt10003214,13
tt10003222,12
tt10003250,2
tt10003250,6
tt10003266,13
tt10003270,19
tt10003270,25
tt10003278,1
tt10003280,1
tt10003282,1
tt10003284,1
tt10003286,1
tt10003288,1
tt10003290,1
tt10003294,1
tt10003298,1
tt10003300,1
tt10003302,2
tt10003302,6
tt10003304,1
tt10003306,1
tt10003308,1
tt10003310,1
tt10003312,1
tt10003314,13
tt10003316,1
tt10003318,1
tt10003320,1
tt10003322,13
tt10003324,1
tt10003328,1
tt10003332,13
tt10003340,2
tt10003342,13
tt10003346,13
tt10003350,10
tt10003350,22
tt10003366,13
tt10003370,13
tt10003376,0
tt10003376,4
tt10003376,16
tt10003378,12
tt10003382,25
tt10003384,12
tt10003394,12
tt10003398,12
tt10003400,13
tt10003402,12
tt10003410,10
tt10003414,0
tt10003414,22
tt10003420,10
tt10003424,19
tt10003436,13
tt10003438,19
tt10003440,19
tt10003444,19
tt10003448,25
tt10003450,19
tt10003454,19
tt10003456,19
tt10003460,19
tt10003464,19
tt10003466,19
tt10003468,19
tt10003472,19
tt10003474,19
tt10003476,19
tt10003478,19
tt10003480,9
tt10003482,19
tt10003484,19
tt10003486,19
tt10003488,19
tt10003490,19
tt10003494,24
tt10003504,1
tt10003510,13
tt10003522,25
tt10003528,13
tt10003548,13
tt10003554,1
tt10003558,1
tt10003560,1
tt10003562,1
tt10003564,1
tt10003570,1
tt10003572,1
tt10003574,1
tt10003576,1
tt10003578,1
tt10003582,1
tt10003584,1
tt10003586,1
tt10003590,1
tt10003596,1
tt10003598,1
tt10003602,1
tt10003604,1
tt10003608,1
tt10003612,1
tt10003628,13
tt10003638,1
tt10003638,19
tt10003662,1
tt10003666,13
tt10003670,24
tt10003672,0
tt10003672,2
tt10003676,1
tt10003676,19
tt10003680,1
tt10003680,19
tt10003682,1
tt10003682,19
tt10003684,1
tt10003684,19
tt10003686,1
tt10003686,19
tt10003688,1
tt10003688,19
tt10003690,1
tt10003690,19
tt10003692,1
tt10003692,19
tt10003694,1
tt10003694,19
tt10003696,1
tt10003696,19
tt10003698,1
tt10003698,19
tt10003702,1
tt10003702,19
tt10003704,1
tt10003704,19
tt10003706,1
tt10003706,19
tt10003708,1
tt10003708,19
tt10003712,1
tt10003712,19
tt10003714,1
tt10003714,19
tt10003716,1
tt10003716,19
tt10003718,1
tt10003718,19
tt10003720,1
tt10003720,19
tt10003722,1
tt10003722,19
tt10003724,1
tt10003724,19
tt10003726,1
tt10003726,19
tt10003728,1
tt10003728,19
tt10003730,1
tt10003730,19
tt10003732,0
tt10003736,1
tt10003736,19
tt10003738,1
tt10003738,19
tt10003740,1
tt10003740,19
tt10003742,1
tt10003742,19
tt10003744,1
tt10003744,19
tt10003746,1
tt10003746,19
tt10003748,1
tt10003748,19
tt10003750,1
tt10003750,19
tt10003752,1
tt10003752,19
tt10003754,1
tt10003754,19
tt10003756,13
tt10003758,1
tt10003758,19
tt10003762,1
tt10003762,19
tt10003764,1
tt10003764,19
tt10003768,1
tt10003768,19
tt10003770,1
tt10003770,19
tt10003774,1
tt10003774,19
tt10003776,1
tt10003776,19
tt10003780,1
tt10003780,19
tt10003786,0
tt10003786,1
tt10003794,13
tt10003802,13
tt10003814,13
tt10003838,13
tt10003840,27
tt10003848,12
tt10003852,0
tt10003862,27
tt10003888,16
tt10003904,13
tt10003914,0
tt10003914,10
tt10003918,0
tt10003918,22
tt10003938,13
tt10003942,25
tt10003944,0
tt10003944,8
tt10003968,13
tt10003992,12
tt10003998,4
tt10004000,2
tt10004002,12
tt10004014,12
tt10004016,12
tt10004022,12
tt10004026,12
tt10004028,13
tt10004040,25
tt10004044,0
tt10004048,12
tt10004066,8
tt10004076,12
tt10004082,12
tt10004118,10
tt10004180,0
tt10004180,1
tt10004192,11
tt10004232,0
tt10004232,1
tt10004270,13
tt10004294,0
tt10004294,1
tt10004310,13
tt10004316,4
tt10004326,12
tt10004328,12
tt10004332,27
tt10004334,12
tt10004336,12
tt10004342,12
tt10004346,12
tt10004350,13
tt10004358,27
tt10004360,5
tt10004362,12
tt10004366,12
tt10004370,12
tt10004376,12
tt10004382,12
tt10004384,0
tt10004384,1
tt10004392,12
tt10004394,13
tt10004396,1
tt10004396,7
tt10004404,12
tt10004406,12
tt10004408,12
tt10004414,12
tt10004436,12
tt10004442,13
tt10004444,12
tt10004446,12
tt10004448,12
tt10004452,12
tt10004462,12
tt10004466,2
tt10004468,25
tt10004474,12
tt10004476,12
tt10004482,12
tt10004486,13
tt10004490,12
tt10004494,12
tt10004498,12
tt10004502,12
tt10004508,12
tt10004512,12
tt10004514,13
tt10004518,12
tt10004526,12
tt10004530,12
tt10004532,12
tt10004540,12
tt10004544,12
tt10004546,12
tt10004562,12
tt10004568,12
tt10004572,12
tt10004584,8
tt10004584,16
tt10004586,12
tt10004592,12
tt10004594,12
tt10004600,12
tt10004608,12
tt10004612,12
tt10004620,12
tt10004624,12
tt10004632,27
tt10004642,27
tt10004646,12
tt10004652,12
tt10004654,12
tt10004660,12
tt10004672,12
tt10004676,12
tt10004684,12
tt10004688,12
tt10004724,12
tt10004730,12
tt10004734,12
tt10004736,16
tt10004738,12
tt10004748,6
tt10004758,12
tt10004774,12
tt10004780,12
tt10004782,13
tt10004798,12
tt10004806,12
tt10004834,12
tt10004844,12
tt10004868,12
tt10004880,7
tt10004882,13
tt10004888,5
tt10004888,10
tt10004888,18
tt10004912,5
tt10004912,10
tt10004912,18
tt10004930,27
tt10004934,0
tt10004934,4
tt10004942,0
tt10004942,6
tt10004946,27
tt10004948,12
tt10004954,2
tt10004962,2
tt10004966,2
tt10004970,2
tt10004982,27
tt10004986,13
tt10005004,0
tt10005004,5
tt10005004,6
tt10005012,0
tt10005012,7
tt10005034,0
tt10005034,11
tt10005044,1
tt10005044,19
tt10005086,2
tt10005130,1
tt10005130,10
tt10005132,1
tt10005138,1
tt10005140,2
tt10005142,1
tt10005146,1
tt10005160,2
tt10005160,12
tt10005184,1
tt10005184,9
tt10005190,0
tt10005190,10
tt10005204,2
tt10005204,12
tt10005210,18
tt10005254,10
tt10005258,10
tt10005276,0
tt10005280,10
tt10005306,0
tt10005306,2
tt10005348,0
tt10005362,0
tt10005386,0
tt10005386,4
tt10005402,2
tt10005406,2
tt10005408,2
tt10005422,2
tt10005426,6
tt10005426,7
tt10005476,24
tt10005514,1
tt10005514,2
tt10005518,0
tt10005518,1
tt10005518,5
tt10005528,0
tt10005528,7
tt10005560,0
tt10005560,1
tt10005610,9
tt10005610,10
tt10005610,24
tt10005634,0
tt10005634,13
tt10005652,0
tt10005652,7
tt10005688,13
tt10005740,0
tt10005740,6
tt10005794,0
tt10005812,1
tt10005814,1
tt10005816,1
tt10005818,1
tt10005844,0
tt10005844,8
tt10005856,2
tt10005858,0
tt10005858,10
tt10005872,0
tt10005874,2
tt10005896,23
tt10005898,12
tt10005900,23
tt10005902,25
tt10005904,23
tt10005912,23
tt10005916,23
tt10005920,23
tt10005922,23
tt10005924,23
tt10005926,23
tt10005928,23
tt10005932,11
tt10005978,0
tt10005978,22
tt10005984,1
tt10005984,25
tt10005994,13
tt10006036,25
tt10006056,1
tt10006058,25
tt10006098,10
tt10006154,2
tt10006178,2
tt10006178,22
tt10006178,23
tt10006202,2
tt10006202,22
tt10006202,23
tt10006220,0
tt10006220,1
tt10006252,22
tt10006264,0
tt10006264,1
tt10006268,0
tt10006268,22
tt10006274,10
tt10006288,2
tt10006288,8
tt10006288,13
tt10006290,0
tt10006290,1
tt10006364,12
tt10006374,25
tt10006380,25
tt10006404,0
tt10006404,10
tt10006406,0
tt10006406,1
tt10006414,12
tt10006420,12
tt10006426,12
tt10006428,0
tt10006428,19
tt10006446,12
tt10006446,17
tt10006452,0
tt10006452,2
tt10006452,21
tt10006462,2
tt10006462,8
tt10006480,0
tt10006480,10
tt10006484,24
tt10006486,12
tt10006492,12
tt10006512,1
tt10006512,19
tt10006516,1
tt10006516,19
tt10006518,1
tt10006518,19
tt10006520,1
tt10006520,19
tt10006522,1
tt10006522,19
tt10006524,1
tt10006524,19
tt10006528,1
tt10006528,19
tt10006530,1
tt10006530,19
tt10006532,1
tt10006532,19
tt10006534,1
tt10006534,19
tt10006540,1
tt10006540,19
tt10006542,1
tt10006542,19
tt10006544,1
tt10006544,19
tt10006548,1
tt10006548,19
tt10006550,1
tt10006550,19
tt10006554,1
tt10006554,19
tt10006556,1
tt10006556,19
tt10006558,1
tt10006558,19
tt10006560,1
tt10006560,19
tt10006562,1
tt10006562,19
tt10006564,1
tt10006564,19
tt10006566,1
tt10006566,19
tt10006570,1
tt10006570,19
tt10006574,1
tt10006574,19
tt10006576,1
tt10006576,19
