ID,type
tt10004518,4
tt10004526,4
tt10004530,4
tt10004532,4
tt10004540,4
tt10004544,4
tt10004546,4
tt10004562,4
tt10004568,4
tt10004572,4
tt10004584,4
tt10004586,4
tt10004592,4
tt10004594,4
tt10004600,4
tt10004608,4
tt10004612,4
tt10004620,4
tt10004624,4
tt10004632,4
tt10004642,4
tt10004646,4
tt10004652,4
tt10004654,4
tt10004660,4
tt10004672,4
tt10004676,4
tt10004684,4
tt10004688,4
tt10004724,4
tt10004730,4
tt10004734,4
tt10004736,7
tt10004738,4
tt10004748,7
tt10004758,4
tt10004774,4
tt10004780,4
tt10004782,4
tt10004798,4
tt10004806,4
tt10004834,4
tt10004844,4
tt10004868,4
tt10004880,7
tt10004882,4
tt10004888,4
tt10004912,4
tt10004930,4
tt10004934,8
tt10004942,8
tt10004946,4
tt10004948,4
tt10004954,4
tt10004962,4
tt10004966,4
tt10004970,4
tt10004982,4
tt10004986,4
tt10005004,8
tt10005012,8
tt10005034,8
tt10005044,4
tt10005086,6
tt10005130,2
tt10005132,4
tt10005138,4
tt10005140,6
tt10005142,4
tt10005146,4
tt10005160,6
tt10005184,2
tt10005190,8
tt10005204,4
tt10005210,4
tt10005254,4
tt10005258,0
tt10005276,0
tt10005280,4
tt10005306,8
tt10005348,0
tt10005362,8
tt10005386,0
tt10005402,4
tt10005406,4
tt10005408,4
tt10005422,4
tt10005426,4
tt10005476,4
tt10005514,4
tt10005518,8
tt10005528,0
tt10005560,8
tt10005610,6
tt10005634,8
tt10005652,8
tt10005688,2
tt10005740,8
tt10005794,8
tt10005812,4
tt10005814,4
tt10005816,4
tt10005818,4
tt10005844,0
tt10005856,7
tt10005858,0
tt10005872,5
tt10005874,4
tt10005896,4
tt10005898,6
tt10005900,4
tt10005902,4
tt10005904,4
tt10005912,4
tt10005916,4
tt10005920,4
tt10005922,4
tt10005924,4
tt10005926,4
tt10005928,4
tt10005932,6
tt10005978,8
tt10005984,4
tt10005994,7
tt10006036,4
tt10006056,2
tt10006058,2
tt10006098,6
tt10006154,4
tt10006178,4
tt10006202,4
tt10006220,8
tt10006252,7
tt10006264,0
tt10006268,0
tt10006274,2
tt10006288,0
tt10006290,0
tt10006364,4
tt10006374,4
tt10006380,4
tt10006404,8
tt10006406,8
tt10006414,4
tt10006420,4
tt10006426,4
tt10006428,8
tt10006446,4
tt10006452,8
tt10006462,6
tt10006480,8
tt10006484,4
tt10006486,4
tt10006492,4
tt10006512,4
tt10006516,4
tt10006518,4
tt10006520,4
tt10006522,4
tt10006524,4
tt10006528,4
tt10006530,4
tt10006532,4
tt10006534,4
tt10006540,4
tt10006542,4
tt10006544,4
tt10006548,4
tt10006550,4
tt10006554,4
tt10006556,4
tt10006558,4
tt10006560,4
tt10006562,4
tt10006564,4
tt10006566,4
tt10006570,4
tt10006574,4
tt10006576,4
tt10006578,4
tt10006580,4
tt10006582,4
tt10006586,4
tt10006588,4
tt10006592,4
tt10006594,4
tt10006596,4
tt10006598,4
tt10006600,4
tt10006604,4
tt10006606,4
tt10006610,4
tt10006612,4
tt10006614,4
tt10006616,4
tt10006620,4
tt10006622,4
tt10006624,4
tt10006628,4
tt10006630,4
tt10006632,4
tt10006634,4
tt10006636,4
tt10006638,4
tt10006642,4
tt10006646,4
tt10006652,4
tt10006654,4
tt10006656,4
tt10006658,4
tt10006660,4
tt10006662,4
tt10006664,4
tt10006666,4
tt10006668,6
tt10006670,4
tt10006672,4
tt10006674,4
tt10006676,4
tt10006678,4
tt10006680,4
tt10006682,4
tt10006684,8
tt10006686,4
tt10006688,4
tt10006694,4
tt10006700,4
tt10006702,4
tt10006704,4
tt10006708,4
tt10006710,4
tt10006712,4
tt10006714,4
tt10006716,4
tt10006718,4
tt10006720,4
tt10006722,4
tt10006724,4
tt10006726,4
tt10006728,4
tt10006730,4
tt10006732,4
tt10006734,0
tt10006736,4
tt10006740,4
tt10006742,4
tt10006744,4
tt10006750,8
tt10006766,4
tt10006770,4
tt10006772,4
tt10006774,4
tt10006776,4
tt10006778,4
tt10006780,4
tt10006782,4
tt10006784,4
tt10006786,4
tt10006790,4
tt10006794,4
tt10006796,4
tt10006798,4
tt10006802,4
tt10006804,4
tt10006808,4
tt10006810,4
tt10006812,4
tt10006814,4
tt10006816,4
tt10006874,2
tt10007080,4
tt10007086,4
tt10007088,4
tt10007090,4
tt10007092,4
tt10007094,4
tt10007096,4
tt10007098,4
tt10007102,4
tt10007104,4
tt10007106,4
tt10007108,4
tt10007112,4
tt10007114,4
tt10007116,4
tt10007120,4
tt10007122,4
tt10007124,4
tt10007126,4
tt10007128,4
tt10007130,4
tt10007132,4
tt10007134,4
tt10007136,4
tt10007138,4
tt10007140,4
tt10007142,4
tt10007146,4
tt10007148,4
tt10007150,4
tt10007152,4
tt10007154,4
tt10007156,4
tt10007158,4
tt10007160,6
tt10007170,4
tt10007210,4
tt10007212,4
tt10007214,4
tt10007216,4
tt10007218,4
tt10007220,4
tt10007222,4
tt10007224,4
tt10007226,4
tt10007228,4
tt10007230,4
tt10007232,4
tt10007234,4
tt10007236,4
tt10007240,4
tt10007242,4
tt10007244,4
tt10007246,4
tt10007248,4
tt10007250,4
tt10007308,6
tt10007316,8
tt10007326,8
tt10007332,4
tt10007344,4
tt10007360,4
tt10007368,4
tt10007374,4
tt10007376,4
tt10007380,4
tt10007390,4
tt10007400,4
tt10007410,4
tt10007420,4
tt10007428,4
tt10007432,4
tt10007484,4
tt10007486,4
tt10007488,4
tt10007490,4
tt10007492,4
tt10007494,4
tt10007496,4
tt10007498,4
tt10007500,4
tt10007502,4
tt10007504,4
tt10007506,4
tt10007508,4
tt10007510,4
tt10007512,4
tt10007514,4
tt10007516,4
tt10007518,4
tt10007520,4
tt10007524,4
tt10007530,4
tt10007532,4
tt10007534,4
tt10007536,4
tt10007538,4
tt10007540,4
tt10007542,4
tt10007546,4
tt10007548,4
tt10007552,4
tt10007554,4
tt10007556,4
tt10007558,4
tt10007560,4
tt10007562,4
tt10007564,4
tt10007566,4
tt10007568,4
tt10007570,4
tt10007574,4
tt10007582,4
tt10007586,4
tt10007590,4
tt10007592,4
tt10007594,4
tt10007596,4
tt10007598,4
tt10007600,4
tt10007602,4
tt10007604,4
tt10007608,4
tt10007610,4
tt10007612,4
tt10007614,4
tt10007616,4
tt10007618,4
tt10007620,4
tt10007622,4
tt10007624,4
tt10007626,4
tt10007634,8
tt10007636,4
tt10007642,4
tt10007644,4
tt10007646,4
tt10007648,4
tt10007650,4
tt10007652,4
tt10007654,4
tt10007658,4
tt10007660,4
tt10007662,4
tt10007664,4
tt10007668,4
tt10007670,4
tt10007672,4
tt10007676,4
tt10007678,4
tt10007680,4
tt10007682,4
tt10007684,4
tt10007686,4
tt10007688,4
tt10007690,4
tt10007692,4
tt10007694,4
tt10007696,4
tt10007700,4
tt10007702,4
tt10007704,4
tt10007706,4
tt10007710,4
tt10007712,4
tt10007714,4
tt10007716,4
tt10007720,4
tt10007722,4
tt10007724,4
tt10007726,4
tt10007728,4
tt10007730,4
tt10007732,4
tt10007734,4
tt10007736,4
tt10007738,4
tt10007740,4
tt10007742,4
tt10007744,4
tt10007746,4
tt10007748,4
tt10007750,4
tt10007752,4
tt10007754,4
tt10007756,4
tt10007760,4
tt10007762,4
tt10007764,4
tt10007766,4
tt10007768,4
tt10007770,4
tt10007772,4
tt10007774,4
tt10007776,4
tt10007778,4
tt10007782,4
tt10007784,4
tt10007786,4
tt10007788,4
tt10007790,8
tt10007792,4
tt10007796,4
tt10007800,4
tt10007802,4
tt10007804,4
tt10007806,4
tt10007808,4
tt10007818,4
tt10007824,2
tt10007826,4
tt10007828,4
tt10007834,4
tt10007836,4
tt10007838,4
tt10007840,4
tt10007842,4
tt10007844,4
tt10007846,4
tt10007848,4
tt10007850,4
tt10007852,4
tt10007854,4
tt10007856,4
tt10007858,4
tt10007860,4
tt10007862,4
tt10007866,4
tt10007868,4
tt10007870,4
tt10007872,4
tt10007874,4
tt10007878,4
tt10007880,4
tt10007932,8
tt10007980,5
tt10007984,0
tt10007992,6
tt10008008,8
tt10008046,4
tt10008048,4
tt10008050,4
tt10008052,4
tt10008054,4
tt10008058,4
tt10008060,4
tt10008062,4
tt10008064,4
tt10008066,4
tt10008068,4
tt10008070,4
tt10008072,4
tt10008074,4
tt10008076,4
tt10008078,4
tt10008080,4
tt10008082,4
tt10008084,4
tt10008086,4
tt10008088,4
tt10008090,4
tt10008092,4
tt10008094,9
tt10008096,6
tt10008098,4
tt10008100,4
tt10008102,4
tt10008104,8
tt10008106,4
tt10008108,4
tt10008110,4
tt10008114,4
tt10008116,4
tt10008120,4
tt10008122,4
tt10008124,4
tt10008130,0
tt10008172,8
tt10008184,4
tt10008186,4
tt10008190,4
tt10008192,4
tt10008194,4
tt10008196,4
tt10008202,4
tt10008204,4
tt10008206,4
tt10008208,4
tt10008210,4
tt10008212,4
tt10008214,4
tt10008216,4
tt10008218,4
tt10008220,4
tt10008222,4
tt10008224,4
tt10008228,4
tt10008230,4
tt10008232,4
tt10008234,4
tt10008236,4
tt10008240,4
tt10008246,4
tt10008256,4
tt10008266,4
tt10008296,8
tt10008298,4
tt10008300,4
tt10008308,4
tt10008310,4
tt10008312,4
tt10008314,4
tt10008316,4
tt10008318,4
tt10008322,4
tt10008324,4
tt10008326,4
tt10008328,4
tt10008330,4
tt10008332,4
tt10008334,4
tt10008338,4
tt10008340,4
tt10008342,4
tt10008346,4
tt10008348,4
tt10008350,4
tt10008352,4
tt10008354,4
tt10008356,4
tt10008358,4
tt10008360,4
tt10008362,4
tt10008364,4
tt10008366,4
tt10008368,4
tt10008370,4
tt10008372,4
tt10008374,4
tt10008376,4
tt10008378,4
tt10008380,4
tt10008382,4
tt10008384,4
tt10008386,4
tt10008388,4
tt10008390,4
tt10008392,4
tt10008440,0
tt10008470,9
tt10008498,4
tt10008500,4
tt10008502,4
tt10008504,4
tt10008506,4
tt10008512,4
tt10008514,4
tt10008516,4
tt10008578,4
tt10008588,4
tt10008620,8
tt10008702,9
tt10008724,0
tt10008746,4
tt10008750,8
tt10008780,4
tt10008810,8
tt10008814,4
tt10008842,8
tt10008876,4
tt10008888,4
tt10008896,4
tt10008900,8
tt10008902,4
tt10008906,4
tt10008910,4
tt10008918,4
tt10008920,4
tt10008924,8
tt10008928,4
tt10008930,4
tt10008932,4
tt10008936,4
tt10008938,4
tt10008940,4
tt10008946,4
tt10008952,4
tt10008958,4
tt10008960,4
tt10008962,4
tt10008964,4
tt10008966,1
tt10008970,4
tt10008976,4
tt10008980,4
tt10008982,4
tt10008986,4
tt10008990,4
tt10008992,4
tt10008994,4
tt10009000,4
tt10009002,4
tt10009006,4
tt10009010,4
tt10009012,4
tt10009018,4
tt10009020,4
tt10009024,4
tt10009036,4
tt10009038,4
tt10009040,4
tt10009042,4
tt10009052,4
tt10009062,4
tt10009070,4
tt10009078,4
tt10009090,4
tt10009100,4
tt10009102,4
tt10009106,4
tt10009108,4
tt10009110,4
tt10009112,4
tt10009138,4
tt10009146,4
tt10009160,4
tt10009162,6
tt10009164,4
tt10009168,4
tt10009178,4
tt10009182,4
tt10009186,4
tt10009188,4
tt10009190,4
tt10009194,4
tt10009198,4
tt10009200,4
tt10009206,4
tt10009208,4
tt10009212,4
tt10009216,4
tt10009220,8
tt10009222,4
tt10009224,4
tt10009226,4
tt10009248,0
tt10009252,4
tt10009272,4
tt10009274,4
tt10009276,4
tt10009278,4
tt10009288,4
tt10009290,4
tt10009292,4
tt10009298,4
tt10009302,4
tt10009304,4
tt10009306,4
tt10009310,4
tt10009316,4
tt10009328,6
tt10009344,8
tt10009346,8
tt10009352,4
tt10009360,4
tt10009372,8
tt10009422,4
tt10009428,8
tt10009432,4
tt10009442,4
tt10009448,4
tt10009452,9
tt10009458,4
tt10009464,4
tt10009472,8
tt10009476,8
tt10009482,8
tt10009494,4
tt10009564,4
tt10009586,8
tt10009588,4
tt10009596,8
tt10009602,2
tt10009612,4
tt10009698,4
tt10009738,4
tt10009798,8
tt10009800,4
tt10009806,8
tt10009810,4
tt10009812,4
tt10009814,4
tt10009818,4
tt10009820,4
tt10009822,4
tt10009826,4
tt10009832,4
tt10009834,4
tt10009840,4
tt10009842,4
tt10009844,4
tt10009850,4
tt10009854,4
tt10009866,4
tt10009890,4
tt10009892,4
tt10009896,8
tt10009900,4
tt10009906,4
tt10009912,4
tt10009918,4
tt10009920,8
tt10009922,4
tt10009930,4
tt10009938,4
tt10009942,4
tt10009944,4
tt10009948,4
tt10009952,4
tt10009960,2
tt10010010,8
tt10010020,4
tt10010030,4
