ID,type
tt10060926,4
tt10061076,4
tt10061078,4
tt10061080,4
tt10061082,4
tt10061084,4
tt10061086,4
tt10061088,4
tt10061090,4
tt10061092,4
tt10061094,4
tt10061098,4
tt10061102,4
tt10061104,4
tt10061108,4
tt10061110,4
tt10061112,4
tt10061114,4
tt10061116,4
tt10061118,4
tt10061120,4
tt10061122,4
tt10061124,4
tt10061126,4
tt10061130,4
tt10061132,4
tt10061134,4
tt10061136,4
tt10061138,4
tt10061140,4
tt10061142,4
tt10061144,4
tt10061146,4
tt10061148,4
tt10061150,4
tt10061152,4
tt10061154,4
tt10061156,4
tt10061268,4
tt10061272,4
tt10061282,6
tt10061322,4
tt10061328,4
tt10061330,4
tt10061332,4
tt10061336,4
tt10061342,4
tt10061344,4
tt10061346,4
tt10061352,4
tt10061400,6
tt10061402,8
tt10061440,4
tt10061446,4
tt10061454,4
tt10061468,4
tt10061498,4
tt10061574,8
tt10061588,8
tt10061690,8
tt10061726,8
tt10061758,4
tt10061778,6
tt10061800,6
tt10061802,8
tt10061808,6
tt10061814,7
tt10061818,8
tt10062030,8
tt10062058,8
tt10062102,2
tt10062138,4
tt10062150,2
tt10062152,6
tt10062204,8
tt10062210,7
tt10062286,2
tt10062296,4
tt10062316,4
tt10062324,4
tt10062326,4
tt10062336,4
tt10062402,4
tt10062408,4
tt10062416,4
tt10062420,4
tt10062426,4
tt10062428,4
tt10062430,4
tt10062432,4
tt10062438,4
tt10062440,4
tt10062442,4
tt10062444,4
tt10062446,4
tt10062468,4
tt10062526,6
tt10062540,8
tt10062542,4
tt10062546,2
tt10062552,1
tt10062558,1
tt10062562,4
tt10062566,4
tt10062568,1
tt10062574,0
tt10062576,4
tt10062580,0
tt10062584,4
tt10062588,4
tt10062590,4
tt10062592,4
tt10062596,4
tt10062606,2
tt10062658,9
tt10062660,4
tt10062668,4
tt10062674,4
tt10062680,4
tt10062682,4
tt10062684,4
tt10062688,6
tt10062690,4
tt10062696,4
tt10062698,4
tt10062700,4
tt10062706,4
tt10062710,4
tt10062712,4
tt10062720,4
tt10062722,4
tt10062724,4
tt10062726,4
tt10062728,4
tt10062730,4
tt10062732,4
tt10062734,4
tt10062736,4
tt10062738,4
tt10062740,4
tt10062742,4
tt10062744,4
tt10062746,4
tt10062748,4
tt10062782,4
tt10062784,4
tt10062794,4
tt10062872,4
tt10062874,4
tt10062876,4
tt10062878,4
tt10062880,4
tt10062882,4
tt10062884,4
tt10062886,4
tt10062892,4
tt10062894,4
tt10062896,4
tt10062900,4
tt10062902,4
tt10062906,4
tt10062908,4
tt10062910,4
tt10062914,4
tt10062916,4
tt10062918,4
tt10062920,4
tt10062940,4
tt10062946,4
tt10062948,4
tt10062952,4
tt10062956,4
tt10062958,4
tt10062960,4
tt10062968,4
tt10062970,4
tt10062978,4
tt10062980,4
tt10062986,4
tt10062988,4
tt10062990,4
tt10062994,4
tt10062996,4
tt10062998,4
tt10063002,4
tt10063004,4
tt10063008,4
tt10063018,4
tt10063032,4
tt10063034,4
tt10063052,4
tt10063056,4
tt10063058,4
tt10063060,4
tt10063062,4
tt10063064,4
tt10063066,4
tt10063068,9
tt10063070,4
tt10063076,4
tt10063078,2
tt10063080,4
tt10063082,4
tt10063084,4
tt10063086,4
tt10063088,4
tt10063090,4
tt10063092,4
tt10063094,4
tt10063116,8
tt10063288,4
tt10063290,4
tt10063292,4
tt10063294,4
tt10063300,4
tt10063302,4
tt10063306,4
tt10063308,9
tt10063314,4
tt10063316,4
tt10063318,4
tt10063322,4
tt10063324,4
tt10063326,4
tt10063328,4
tt10063330,4
tt10063332,4
tt10063334,4
tt10063336,4
tt10063338,4
tt10063340,4
tt10063342,4
tt10063344,4
tt10063346,4
tt10063348,4
tt10063350,8
tt10063354,4
tt10063356,4
tt10063358,4
tt10063360,4
tt10063364,4
tt10063368,4
tt10063370,4
tt10063374,4
tt10063376,4
tt10063378,4
tt10063382,4
tt10063384,4
tt10063386,4
tt10063388,4
tt10063390,4
tt10063392,4
tt10063394,4
tt10063396,4
tt10063398,4
tt10063400,4
tt10063402,4
tt10063404,4
tt10063406,4
tt10063408,4
tt10063410,4
tt10063412,4
tt10063416,4
tt10063420,4
tt10063422,4
tt10063424,4
tt10063426,4
tt10063428,4
tt10063430,4
tt10063432,4
tt10063434,4
tt10063436,4
tt10063438,4
tt10063440,4
tt10063442,4
tt10063444,4
tt10063446,4
tt10063448,4
tt10063450,4
tt10063452,4
tt10063454,4
tt10063456,4
tt10063460,4
tt10063500,9
tt10063514,6
tt10063518,9
tt10063584,4
tt10063586,4
tt10063588,4
tt10063590,4
tt10063592,4
tt10063596,4
tt10063598,4
tt10063600,4
tt10063602,4
tt10063604,4
tt10063606,4
tt10063608,4
tt10063610,4
tt10063612,4
tt10063614,4
tt10063616,4
tt10063618,4
tt10063620,4
tt10063622,4
tt10063624,4
tt10063626,9
tt10063628,4
tt10063630,4
tt10063634,4
tt10063636,4
tt10063638,4
tt10063640,4
tt10063650,4
tt10063684,4
tt10063686,4
tt10063694,4
tt10063698,4
tt10063702,4
tt10063704,4
tt10063706,4
tt10063710,4
tt10063712,4
tt10063714,4
tt10063716,4
tt10063718,4
tt10063720,4
tt10063722,4
tt10063724,4
tt10063726,4
tt10063728,4
tt10063730,4
tt10063732,4
tt10063734,4
tt10063736,4
tt10063738,4
tt10063740,4
tt10063742,4
tt10063744,4
tt10063750,9
tt10063752,6
tt10063770,4
tt10063774,4
tt10063776,4
tt10063778,4
tt10063780,4
tt10063782,4
tt10063784,4
tt10063786,4
tt10063788,4
tt10063814,2
tt10063816,8
tt10063820,8
tt10063830,7
tt10063872,6
tt10063886,4
tt10063908,4
tt10063910,4
tt10063912,4
tt10063914,4
tt10063918,4
tt10063920,4
tt10063922,4
tt10063924,4
tt10063926,4
tt10063928,4
tt10063930,4
tt10063932,8
tt10063938,4
tt10063942,4
tt10063944,4
tt10063946,4
tt10063950,4
tt10063952,4
tt10063954,4
tt10063956,4
tt10063958,4
tt10063960,4
tt10063962,4
tt10063974,8
tt10063976,2
tt10063988,8
tt10064000,7
tt10064004,8
tt10064058,4
tt10064084,4
tt10064110,4
tt10064118,4
tt10064126,8
tt10064132,4
tt10064136,4
tt10064140,4
tt10064142,4
tt10064144,8
tt10064150,4
tt10064154,4
tt10064160,4
tt10064162,4
tt10064168,4
tt10064170,4
tt10064174,4
tt10064178,4
tt10064180,4
tt10064182,4
tt10064186,4
tt10064192,4
tt10064202,4
tt10064208,4
tt10064212,4
tt10064232,4
tt10064238,4
tt10064248,4
tt10064250,4
tt10064252,4
tt10064254,4
tt10064260,4
tt10064262,4
tt10064264,4
tt10064272,4
tt10064276,4
tt10064280,1
tt10064348,4
tt10064376,4
tt10064378,4
tt10064380,4
tt10064384,4
tt10064388,4
tt10064390,4
tt10064392,4
tt10064464,8
tt10064468,0
tt10064470,6
tt10064474,7
tt10064476,8
tt10064500,4
tt10064508,4
tt10064516,4
tt10064524,5
tt10064530,4
tt10064534,6
tt10064538,4
tt10064550,4
tt10064552,4
tt10064560,4
tt10064566,9
tt10064588,4
tt10064592,9
tt10064598,4
tt10064600,4
tt10064606,4
tt10064608,4
tt10064610,6
tt10064612,4
tt10064616,4
tt10064628,8
tt10064634,9
tt10064642,4
tt10064650,4
tt10064666,10
tt10064670,9
tt10064672,4
tt10064680,8
tt10064692,4
tt10064702,0
tt10064708,4
tt10064712,4
tt10064720,4
tt10064736,4
tt10064744,4
tt10064752,9
tt10064756,4
tt10064764,9
tt10064800,4
tt10064804,4
tt10064810,4
tt10064820,4
tt10064826,4
tt10064830,4
tt10064838,4
tt10064842,4
tt10064846,4
tt10064854,4
tt10064860,4
tt10064870,4
tt10064882,4
tt10064888,4
tt10064962,4
tt10064974,9
tt10064986,4
tt10064992,4
tt10065002,4
tt10065006,8
tt10065022,9
tt10065024,4
tt10065044,4
tt10065064,6
tt10065068,4
tt10065074,4
tt10065076,8
tt10065082,4
tt10065086,4
tt10065090,4
tt10065096,4
tt10065102,4
tt10065114,4
tt10065116,4
tt10065122,0
tt10065126,4
tt10065132,4
tt10065144,4
tt10065150,4
tt10065198,4
tt10065210,4
tt10065214,4
tt10065228,8
tt10065230,8
tt10065244,4
tt10065248,8
tt10065264,6
tt10065270,4
tt10065286,4
tt10065288,7
tt10065334,6
tt10065356,4
tt10065398,4
tt10065412,8
tt10065440,7
tt10065480,4
tt10065504,4
tt10065524,8
tt10065568,6
tt10065594,4
tt10065608,4
tt10065612,8
tt10065614,8
tt10065618,4
tt10065646,6
tt10065720,8
tt10065744,8
tt10065764,4
tt10065786,4
tt10065798,4
tt10065800,4
tt10065810,4
tt10065826,4
tt10065854,4
tt10065858,4
tt10065868,4
tt10065874,8
tt10065886,4
tt10065904,4
tt10065926,4
tt10065928,4
tt10065938,4
tt10065940,4
tt10065946,4
tt10065948,4
tt10065950,4
tt10065952,4
tt10065956,4
tt10065958,4
tt10065960,8
tt10065962,4
tt10065966,4
tt10065970,4
tt10065972,4
tt10065974,4
tt10065978,4
tt10065980,4
tt10065984,4
tt10065988,4
tt10065990,4
tt10065992,4
tt10065994,4
tt10066006,4
tt10066026,6
tt10066102,8
tt10066160,6
tt10066166,7
tt10066186,8
tt10066188,4
tt10066194,4
tt10066196,4
tt10066200,4
tt10066204,4
tt10066208,4
tt10066212,4
tt10066278,4
tt10066280,4
tt10066284,4
tt10066286,4
tt10066292,4
tt10066296,4
tt10066300,4
tt10066302,4
tt10066304,4
tt10066306,4
tt10066308,4
tt10066312,4
tt10066316,4
tt10066318,4
tt10066320,4
tt10066324,4
tt10066370,4
tt10066376,2
tt10066382,4
tt10066390,8
tt10066396,2
tt10066406,6
tt10066468,4
tt10066474,4
tt10066476,4
tt10066478,4
tt10066480,4
tt10066482,4
tt10066486,4
tt10066488,4
tt10066490,9
tt10066494,4
tt10066496,4
tt10066500,0
tt10066518,9
tt10066540,4
tt10066568,8
tt10066572,4
tt10066576,4
tt10066582,4
tt10066634,6
tt10066646,2
tt10066648,4
tt10066650,6
tt10066654,4
tt10066686,4
tt10066690,4
tt10066692,4
tt10066696,4
tt10066700,4
tt10066772,9
tt10066776,4
tt10066788,2
tt10066812,4
tt10066814,4
tt10066842,4
tt10066844,4
tt10066846,4
tt10066848,4
tt10066850,4
tt10066852,4
tt10066856,4
tt10066858,4
tt10066860,4
tt10066862,4
tt10066956,4
tt10066958,4
tt10066960,4
tt10066962,4
tt10066964,4
tt10066966,4
tt10066968,4
tt10066970,4
tt10066972,4
tt10066976,4
tt10066978,4
tt10066980,4
tt10066982,4
tt10066984,4
tt10066986,4
tt10066988,4
tt10066990,4
tt10066992,4
tt10066994,4
tt10066996,4
tt10067002,4
tt10067004,4
tt10067006,4
tt10067008,4
tt10067010,4
tt10067012,4
tt10067014,4
tt10067016,4
tt10067018,4
tt10067022,4
tt10067024,4
tt10067026,4
tt10067028,4
tt10067030,4
tt10067032,4
tt10067034,4
tt10067036,4
tt10067038,4
tt10067040,4
tt10067044,4
tt10067046,4
tt10067048,4
tt10067052,4
tt10067054,4
tt10067056,4
tt10067058,4
tt10067062,4
tt10067064,4
tt10067066,4
tt10067068,4
tt10067070,4
tt10067072,4
tt10067074,4
tt10067076,4
tt10067078,4
tt10067080,4
tt10067082,4
tt10067084,4
tt10067086,4
tt10067090,4
tt10067092,4
tt10067094,4
tt10067096,4
tt10067098,4
tt10067100,4
tt10067102,4
tt10067104,4
tt10067106,4
tt10067108,4
tt10067110,4
tt10067112,4
tt10067114,4
tt10067116,4
tt10067118,4
tt10067122,4
tt10067124,4
tt10067126,4
tt10067130,4
tt10067178,4
tt10067180,4
tt10067182,4
tt10067184,4
tt10067186,4
tt10067188,4
tt10067190,4
tt10067192,4
tt10067194,4
tt10067196,4
tt10067198,4
tt10067200,4
tt10067202,4
tt10067204,4
tt10067206,4
tt10067208,4
tt10067212,4
tt10067214,4
tt10067216,4
tt10067218,4
tt10067220,4
tt10067222,4
tt10067224,4
tt10067226,4
tt10067228,4
tt10067230,4
tt10067232,4
tt10067234,4
tt10067236,4
tt10067238,4
tt10067240,4
tt10067242,4
tt10067244,4
tt10067246,4
tt10067248,4
tt10067250,4
tt10067252,4
tt10067254,4
tt10067256,4
tt10067258,4
tt10067260,4
tt10067262,4
tt10067264,4
tt10067266,4
tt10067270,4
tt10067272,4
tt10067274,4
tt10067276,4
tt10067278,4
tt10067280,4
tt10067282,4
tt10067284,4
tt10067286,4
tt10067288,4
tt10067290,4
tt10067292,4
tt10067294,4
tt10067296,4
tt10067298,4
tt10067300,4
tt10067302,4
tt10067304,4
tt10067306,4
tt10067308,4
tt10067310,4
tt10067312,4
tt10067314,4
tt10067318,4
tt10067320,4
tt10067322,4
tt10067324,4
tt10067326,4
tt10067328,4
tt10067330,4
tt10067332,4
tt10067338,4
tt10067340,4
tt10067342,4
tt10067344,4
tt10067346,4
tt10067348,4
tt10067350,4
tt10067352,4
tt10067356,4
tt10067358,4
tt10067360,4
tt10067362,4
tt10067364,4
tt10067366,4
tt10067382,4
tt10067384,4
tt10067386,4
tt10067388,4
tt10067390,4
tt10067392,4
tt10067394,4
tt10067396,4
tt10067398,4
tt10067400,4
tt10067402,4
tt10067404,4
tt10067406,4
tt10067408,4
tt10067410,4
tt10067412,4
tt10067414,4
tt10067416,4
tt10067418,4
tt10067420,4
tt10067422,4
tt10067482,0
tt10067502,2
tt10067538,4
tt10067584,4
tt10067586,4
tt10067588,4
tt10067590,4
tt10067592,4
tt10067594,4
tt10067596,4
tt10067600,4
tt10067602,4
tt10067604,4
tt10067606,4
tt10067608,4
tt10067610,4
tt10067612,4
tt10067614,4
tt10067616,4
tt10067618,4
tt10067620,4
tt10067622,4
tt10067624,4
tt10067628,4
tt10067680,4
tt10067700,7
tt10067758,4
tt10067806,4
tt10067808,6
tt10067854,4
tt10067910,4
tt10067988,4
tt10068010,4
tt10068012,4
tt10068016,4
tt10068018,0
tt10068020,4
tt10068022,4
tt10068024,4
tt10068026,4
tt10068028,4
tt10068030,4
tt10068032,4
tt10068034,4
tt10068038,4
tt10068040,4
tt10068042,4
tt10068044,4
tt10068046,4
tt10068048,4
tt10068050,4
tt10068052,4
tt10068054,4
tt10068058,4
tt10068062,4
tt10068064,4
tt10068066,4
tt10068068,4
tt10068070,4
tt10068072,4
tt10068074,4
tt10068076,4
tt10068078,4
tt10068082,4
tt10068084,4
tt10068088,4
tt10068090,4
tt10068092,4
tt10068094,4
tt10068098,4
tt10068100,4
tt10068102,4
tt10068104,4
tt10068106,4
tt10068108,4
tt10068110,8
tt10068112,4
tt10068114,4
tt10068116,4
tt10068120,4
tt10068122,4
tt10068124,4
tt10068126,4
tt10068128,4
tt10068130,4
tt10068132,4
tt10068134,4
tt10068136,4
tt10068138,4
tt10068142,8
tt10068144,4
tt10068146,4
tt10068150,4
tt10068152,4
tt10068154,4
tt10068160,4
tt10068162,4
tt10068164,4
tt10068168,4
tt10068190,8
tt10068232,4
tt10068234,4
tt10068236,6
tt10068238,4
tt10068240,4
tt10068242,4
tt10068244,4
tt10068246,4
tt10068250,4
tt10068252,4
tt10068254,4
tt10068256,4
tt10068258,4
tt10068260,4
tt10068262,4
tt10068264,4
tt10068266,4
tt10068268,4
tt10068270,4
tt10068272,4
tt10068274,4
tt10068280,4
tt10068282,4
tt10068284,4
tt10068286,4
tt10068290,4
tt10068292,4
tt10068294,4
tt10068296,4
tt10068300,4
tt10068302,4
tt10068304,4
tt10068306,4
tt10068308,4
tt10068310,4
tt10068314,4
tt10068316,4
tt10068318,4
tt10068320,4
tt10068322,4
tt10068324,4
tt10068428,4
tt10068430,4
tt10068434,4
tt10068436,4
tt10068438,4
tt10068440,4
tt10068444,4
tt10068446,0
tt10068448,4
tt10068450,4
tt10068452,4
tt10068454,4
tt10068458,4
tt10068460,8
tt10068462,4
tt10068464,4
tt10068468,4
tt10068470,4
tt10068472,4
tt10068476,4
tt10068478,4
tt10068480,4
tt10068484,4
tt10068486,4
tt10068488,4
tt10068492,4
tt10068494,4
tt10068496,4
tt10068498,4
tt10068500,4
tt10068504,4
tt10068506,4
tt10068508,4
tt10068510,4
tt10068512,4
tt10068514,4
tt10068518,4
tt10068522,4
tt10068524,4
tt10068526,4
tt10068528,4
tt10068530,4
tt10068644,8
tt10068664,4
tt10068666,4
tt10068668,4
tt10068670,4
tt10068672,4
tt10068674,4
tt10068676,4
tt10068678,4
tt10068680,4
tt10068682,4
tt10068684,4
tt10068686,4
tt10068688,4
tt10068690,4
tt10068692,4
tt10068694,6
tt10068698,4
tt10068700,4
tt10068702,4
tt10068704,4
tt10068706,4
tt10068734,8
tt10068860,7
tt10068918,4
tt10068922,8
tt10068928,7
tt10068940,7
tt10068948,4
tt10068952,4
tt10068970,4
tt10068996,4
tt10069010,4
tt10069038,4
tt10069082,8
tt10069110,4
tt10069136,4
tt10069148,8
tt10069154,4
tt10069162,4
tt10069164,8
tt10069170,8
tt10069172,4
tt10069180,4
tt10069184,4
tt10069188,4
tt10069192,4
tt10069194,4
tt10069196,4
tt10069200,0
tt10069202,4
tt10069204,8
tt10069216,4
tt10069220,8
tt10069242,4
tt10069254,8
tt10069264,4
tt10069270,8
tt10069274,4
tt10069312,8
tt10069320,0
tt10069342,4
tt10069346,4
tt10069348,4
tt10069350,4
tt10069352,4
tt10069354,4
tt10069356,4
tt10069372,6
tt10069414,4
tt10069424,4
tt10069434,8
tt10069456,8
tt10069482,4
tt10069484,0
tt10069496,4
tt10069498,4
tt10069500,4
tt10069502,4
tt10069504,4
tt10069508,4
tt10069510,4
tt10069544,8
tt10069590,8
tt10069606,8
tt10069728,4
tt10069732,8
tt10069738,4
tt10069740,6
tt10069742,4
tt10069744,4
tt10069746,4
tt10069748,4
tt10069750,4
tt10069752,4
tt10069754,4
tt10069756,4
tt10069758,4
tt10069762,4
tt10069764,4
tt10069766,4
tt10069768,4
tt10069770,4
tt10069772,4
tt10069774,4
tt10069776,4
tt10069778,4
tt10069808,8
tt10069810,8
tt10069812,8
tt10069814,8
tt10069826,8
tt10069836,8
tt10069838,8
tt10069972,2
tt10069976,4
tt10069978,4
tt10069980,4
tt10069982,4
tt10069984,4
tt10069986,4
tt10069988,4
tt10069990,4
tt10069992,4
tt10069994,4
tt10069998,4
tt10070000,4
tt10070002,4
tt10070004,4
tt10070006,4
tt10070008,4
tt10070010,4
tt10070012,4
tt10070014,4
tt10070016,4
tt10070018,4
tt10070024,0
tt10070028,4
tt10070030,4
tt10070032,4
tt10070034,4
tt10070036,4
tt10070038,4
tt10070040,4
tt10070042,4
tt10070044,4
tt10070046,4
tt10070048,4
tt10070050,4
tt10070052,4
tt10070054,4
tt10070056,4
tt10070058,4
tt10070060,4
tt10070062,4
tt10070064,4
tt10070066,4
tt10070100,4
tt10070102,0
tt10070110,4
tt10070116,8
tt10070122,4
tt10070128,4
tt10070130,4
tt10070132,4
tt10070178,4
tt10070180,4
tt10070184,4
tt10070186,4
tt10070188,4
tt10070190,4
tt10070192,4
tt10070194,4
tt10070196,4
tt10070198,4
tt10070200,4
tt10070202,4
tt10070204,4
tt10070206,4
tt10070208,4
tt10070210,4
tt10070212,4
tt10070214,4
tt10070216,4
tt10070218,4
tt10070220,4
tt10070222,4
tt10070224,4
tt10070226,4
tt10070228,4
tt10070230,4
tt10070232,4
tt10070234,4
tt10070236,8
tt10070238,4
tt10070240,4
tt10070242,4
tt10070246,4
tt10070248,4
tt10070250,4
tt10070252,4
tt10070256,4
tt10070258,4
tt10070260,4
tt10070262,4
tt10070264,4
tt10070266,4
tt10070268,4
tt10070270,4
tt10070272,4
tt10070276,4
tt10070278,4
tt10070280,4
tt10070284,4
tt10070286,4
tt10070288,4
tt10070290,4
tt10070292,4
tt10070294,4
tt10070296,4
tt10070298,4
tt10070300,4
tt10070302,4
tt10070304,4
tt10070308,4
tt10070312,4
tt10070314,4
tt10070318,0
tt10070320,4
tt10070322,4
tt10070324,8
tt10070328,4
tt10070330,4
tt10070332,4
tt10070334,4
tt10070336,4
tt10070338,4
tt10070340,4
tt10070342,4
tt10070344,4
tt10070346,4
tt10070350,4
tt10070352,4
tt10070354,4
tt10070358,4
tt10070360,4
tt10070364,0
tt10070370,4
tt10070372,4
tt10070374,4
tt10070376,4
tt10070378,4
tt10070380,4
tt10070382,4
tt10070384,4
tt10070386,4
tt10070388,4
tt10070390,4
tt10070392,4
tt10070394,4
tt10070396,4
tt10070398,4
tt10070400,4
tt10070402,4
tt10070404,4
tt10070406,4
tt10070408,4
tt10070452,6
tt10070462,0
tt10070492,4
tt10070612,4
tt10070672,4
tt10070674,4
tt10070688,4
tt10070724,4
tt10070732,4
tt10070746,8
tt10070750,8
tt10070756,4
tt10070760,4
tt10070814,4
tt10070840,4
tt10070866,4
tt10070924,5
tt10070934,6
tt10071088,4
tt10071118,0
tt10071154,4
tt10071156,4
tt10071160,4
tt10071162,4
tt10071166,4
tt10071180,4
tt10071188,4
tt10071194,4
tt10071200,8
tt10071206,4
tt10071214,4
tt10071222,4
tt10071226,4
tt10071230,2
tt10071236,8
tt10071238,8
tt10071240,4
tt10071242,0
tt10071248,9
tt10071250,4
tt10071258,4
tt10071262,2
tt10071316,6
tt10071394,6
tt10071402,6
tt10071406,8
tt10071408,8
tt10071440,4
tt10071442,4
tt10071450,4
tt10071460,4
tt10071466,4
tt10071470,4
tt10071476,4
tt10071478,4
tt10071580,8
tt10071582,8
tt10071586,8
tt10071592,8
tt10071600,8
tt10071620,4
tt10071712,1
tt10071770,8
tt10071782,8
tt10071866,4
tt10071926,4
tt10071942,2
tt10071946,8
tt10071958,4
tt10071962,4
tt10071966,8
tt10071968,6
tt10071986,4
tt10071990,4
tt10071992,4
tt10071994,4
tt10071998,4
tt10072000,4
tt10072004,4
tt10072006,4
tt10072010,4
tt10072012,4
tt10072014,8
tt10072016,4
tt10072018,4
tt10072028,4
tt10072074,8
tt10072082,4
tt10072132,4
tt10072134,4
tt10072136,4
tt10072140,4
tt10072142,4
tt10072144,4
tt10072146,4
tt10072148,4
tt10072150,4
tt10072152,4
tt10072154,4
tt10072156,4
tt10072158,4
tt10072162,4
tt10072164,4
tt10072168,4
tt10072170,4
tt10072172,4
tt10072174,4
tt10072176,4
tt10072178,4
tt10072184,4
tt10072192,4
tt10072266,4
tt10072286,4
tt10072378,4
tt10072380,4
tt10072382,4
tt10072384,4
tt10072386,4
tt10072390,4
tt10072394,4
tt10072396,4
tt10072398,4
tt10072400,4
tt10072402,4
tt10072404,4
tt10072406,4
tt10072410,4
tt10072412,4
tt10072414,4
tt10072416,4
tt10072418,4
tt10072420,4
tt10072422,4
tt10072426,4
tt10072428,4
tt10072430,4
tt10072432,4
tt10072434,4
tt10072436,4
tt10072438,4
tt10072448,4
tt10072474,4
tt10072476,4
tt10072478,4
tt10072480,4
tt10072482,4
tt10072484,4
tt10072494,4
tt10072498,4
tt10072500,4
tt10072504,4
tt10072506,4
tt10072508,4
tt10072510,4
tt10072512,4
tt10072514,4
tt10072516,4
tt10072518,4
tt10072520,4
tt10072522,4
tt10072524,4
tt10072526,4
tt10072528,4
tt10072530,4
tt10072532,4
tt10072534,4
tt10072536,4
tt10072538,4
tt10072540,4
tt10072542,4
tt10072546,4
tt10072548,4
tt10072550,4
tt10072552,4
tt10072554,4
tt10072556,4
tt10072558,4
tt10072560,4
tt10072562,4
tt10072564,4
tt10072566,4
tt10072568,4
tt10072572,4
tt10072574,4
tt10072576,4
tt10072578,4
tt10072580,4
tt10072582,4
tt10072584,4
tt10072586,4
tt10072588,4
tt10072592,4
tt10072594,4
tt10072596,4
tt10072598,4
tt10072600,4
tt10072602,4
tt10072604,4
tt10072606,4
tt10072608,4
tt10072610,4
tt10072612,4
tt10072614,4
tt10072618,4
tt10072620,4
tt10072622,4
tt10072626,4
tt10072628,4
tt10072630,4
tt10072632,4
tt10072634,4
tt10072636,4
tt10072638,4
tt10072640,4
tt10072642,4
tt10072644,4
tt10072646,4
tt10072648,4
tt10072650,4
tt10072652,4
tt10072654,4
tt10072656,6
tt10072658,4
tt10072660,4
tt10072678,4
tt10072706,4
tt10072708,4
tt10072710,4
tt10072714,4
tt10072716,4
tt10072718,4
tt10072720,4
tt10072722,4
tt10072724,4
tt10072726,4
tt10072728,4
tt10072730,4
tt10072732,4
tt10072736,4
tt10072738,4
tt10072740,4
tt10072742,4
tt10072744,4
tt10072746,4
tt10072748,4
tt10072750,4
tt10072752,4
tt10072754,4
tt10072756,4
tt10072760,4
tt10072762,4
tt10072764,4
tt10072766,4
tt10072768,4
tt10072770,4
tt10072772,4
tt10072774,4
tt10072776,4
tt10072778,4
tt10072780,4
tt10072782,4
tt10072784,4
tt10072786,4
tt10072788,4
tt10072790,4
tt10072792,4
tt10072794,4
tt10072796,4
tt10072800,4
tt10072802,1
tt10072804,4
tt10072806,4
tt10072808,4
tt10072810,4
tt10072812,4
tt10072814,4
tt10072816,4
tt10072818,4
tt10072822,4
tt10072824,4
tt10072826,4
tt10072828,4
tt10072830,4
tt10072832,4
tt10072834,4
tt10072836,4
tt10072838,4
tt10072840,4
tt10072842,4
tt10072844,6
tt10072916,6
tt10072948,2
tt10072962,4
tt10072964,4
tt10072966,4
tt10072968,4
tt10072970,4
tt10072972,4
tt10072974,4
tt10072976,4
tt10072978,4
tt10072980,4
tt10072982,4
tt10072986,4
tt10072988,7
tt10072992,4
tt10072994,4
tt10072996,4
tt10072998,4
tt10073000,4
tt10073002,4
tt10073004,4
tt10073006,4
tt10073082,4
tt10073084,4
tt10073086,4
tt10073088,4
tt10073090,4
tt10073092,4
tt10073094,4
tt10073096,4
tt10073098,4
tt10073100,4
tt10073102,4
tt10073104,4
tt10073106,4
tt10073108,4
tt10073118,8
tt10073122,6
tt10073134,4
tt10073150,4
tt10073182,8
tt10073208,7
tt10073228,6
tt10073230,4
tt10073236,4
tt10073252,8
tt10073264,4
tt10073268,4
tt10073272,4
tt10073276,4
tt10073278,4
tt10073280,4
tt10073284,4
tt10073290,4
tt10073296,4
tt10073300,4
tt10073304,4
tt10073310,4
tt10073312,4
tt10073314,4
tt10073316,4
tt10073322,4
tt10073328,4
tt10073330,4
tt10073332,4
tt10073334,4
tt10073336,4
tt10073338,4
tt10073340,4
tt10073342,4
tt10073344,4
tt10073348,4
tt10073350,4
tt10073354,4
tt10073358,4
tt10073362,4
tt10073368,4
tt10073370,4
tt10073378,4
tt10073380,4
tt10073386,4
tt10073390,4
tt10073396,4
tt10073400,4
tt10073404,4
tt10073406,4
tt10073408,4
tt10073412,4
tt10073416,4
tt10073418,4
tt10073426,4
tt10073434,4
tt10073442,8
tt10073454,4
tt10073456,4
tt10073458,2
tt10073462,4
tt10073466,7
tt10073472,4
tt10073476,4
tt10073480,4
tt10073484,4
tt10073486,4
tt10073490,4
tt10073492,4
tt10073494,4
tt10073496,4
tt10073498,4
tt10073502,4
tt10073504,4
tt10073508,4
tt10073512,9
tt10073516,7
tt10073518,4
tt10073520,4
tt10073522,4
tt10073524,8
tt10073532,6
tt10073534,4
tt10073558,4
tt10073560,4
tt10073562,4
tt10073564,4
tt10073566,4
tt10073568,4
tt10073570,4
tt10073580,8
tt10073590,9
tt10073596,0
tt10073606,0
tt10073612,6
tt10073618,0
tt10073642,8
tt10073656,9
tt10073658,8
tt10073660,6
tt10073672,8
tt10073694,6
tt10073702,8
tt10073706,0
tt10073746,0
tt10073812,0
tt10073818,8
tt10073822,0
tt10073882,8
tt10073910,4
tt10073924,8
tt10073934,8
tt10073936,9
tt10073942,0
tt10073946,0
tt10073950,4
tt10073972,4
tt10073974,4
tt10073976,4
tt10073978,4
tt10073980,4
tt10073988,9
tt10073994,4
tt10073998,4
tt10074000,4
tt10074010,4
tt10074022,4
tt10074024,4
tt10074036,4
tt10074046,4
tt10074050,6
tt10074064,4
